ALEMBIC LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,085.23 "," 1,010.17 ", 201.93 , 120.78 , 179.22 , 153.61 , 143.94 , 134.08 , 147.16 , 125.30 , 127.71 , 127.71 , 98.06 
Expenses," 1,005.82 ", 927.28 , 199.05 , 122.22 , 163.53 , 126.04 , 134.41 , 130.62 , 142.51 , 114.18 , 106.70 , 106.70 , 93.42 
Operating Profit, 79.41 , 82.89 , 2.88 , (1.44), 15.69 , 27.57 , 9.53 , 3.46 , 4.65 , 11.12 , 21.01 , 21.01 , 4.64 
Other Income, 16.55 , 21.53 , (1.60), 3.96 , 10.32 , 17.82 , 20.79 , 28.13 , 27.23 , 37.01 , 29.44 , -   , -   
Depreciation, 38.31 , 43.02 , 10.07 , 10.93 , 9.84 , 7.90 , 6.04 , 6.14 , 5.09 , 3.78 , 2.62 , 2.62 , 2.62 
Interest, 52.06 , 37.98 , 2.40 , 5.21 , 5.14 , 4.02 , 0.83 , 0.12 , 0.16 , 0.17 , 0.21 , 0.21 , 0.21 
Profit before tax, 5.59 , 23.42 , (11.19), (13.62), 11.01 , 33.47 , 23.46 , 25.33 , 26.63 , 44.17 , 47.62 , 18.18 , 1.81 
Tax, (1.69), 2.74 , 1.71 , (1.42), (0.48), 3.93 , (0.69), 0.61 , (0.85), 2.39 , 4.14 ,9%,9%
Net profit, 7.28 , 20.68 , (12.90), (12.20), 11.49 , 29.53 , 24.15 , 24.72 , 27.49 , 41.78 , 43.48 , 16.60 , 1.65 
EPS, 0.27 , 0.76 , (0.47), (0.45), 0.42 , 1.11 , 0.90 , 0.93 , 1.03 , 1.56 , 1.69 , 0.65 , 0.06 
Price to earning, 65.62 , 32.32 , (48.86), (19.00), 20.47 , 17.20 , 41.72 , 40.23 , 43.19 , 36.72 , 25.72 , 36.46 , 25.72 
Price, 17.56 , 24.58 , 23.18 , 8.52 , 8.65 , 19.02 , 37.73 , 37.24 , 44.46 , 57.45 , 43.55 , 23.57 , 1.65 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,75.41%,32.25%,0.00%,0.00%,23.24%,13.58%,16.60%,16.22%,19.43%,12.78%,,,
OPM,7.32%,8.21%,1.43%,0.00%,8.75%,17.95%,6.62%,2.58%,3.16%,8.87%,16.45%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-21.33%,-6.59%,-6.91%,-4.52%,1.92%,1.92%,-21.33%
,,,,,,OPM,7.18%,7.17%,8.00%,4.73%,16.45%,16.45%,4.73%
,,,,,,Price to Earning, 35.91 , 32.18 , 34.13 , 36.46 , 25.72 , 36.46 , 25.72 
