OSWAL GREEN TECH LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 139.09 , 138.09 , 194.47 , 484.75 , 158.19 , 127.99 , 83.63 , 457.91 , 104.64 , 103.10 , 21.32 , 110.55 , 101.25 
Expenses, 124.77 , 149.29 , 119.68 , 341.33 , 64.97 , 26.34 , 31.39 , 397.83 , 28.94 , 30.39 , 41.86 , 75.92 , 101.25 
Operating Profit, 14.32 , (11.20), 74.79 , 143.42 , 93.22 , 101.65 , 52.24 , 60.08 , 75.70 , 72.71 , (20.54), 34.63 , -   
Other Income, 14.54 , 1.48 , 35.04 , (29.15), (63.98), 14.75 , 2.09 , (7.44), (44.98), 0.20 , 91.19 , -   , -   
Depreciation, 1.38 , 1.40 , 1.61 , 2.33 , 1.66 , 1.54 , 3.06 , 3.47 , 2.35 , 1.97 , 1.75 , 1.75 , 1.75 
Interest, 0.20 , 0.65 , 4.59 , 11.32 , 21.00 , 21.06 , 3.15 , 0.49 , 0.30 , 0.26 , 0.30 , 0.30 , 0.30 
Profit before tax, 27.28 , (11.77), 103.63 , 100.62 , 6.58 , 93.81 , 48.12 , 48.69 , 28.06 , 70.69 , 68.60 , 32.58 , (2.05)
Tax, 3.42 , 0.06 , 21.41 , 21.52 , 4.38 , 22.19 , 10.82 , 13.02 , (18.66), 27.46 , 20.51 ,30%,30%
Net profit, 23.86 , (11.83), 82.22 , 79.10 , 2.20 , 71.63 , 37.30 , 35.67 , 46.72 , 43.24 , 48.08 , 22.84 , (1.44)
EPS, 0.93 , (0.46), 3.20 , 3.08 , 0.09 , 2.79 , 1.45 , 1.39 , 1.82 , 1.68 , 1.87 , 0.89 , (0.06)
Price to earning, 13.96 , (39.80), 21.29 , 12.69 , 238.54 , 9.33 , 15.30 , 17.30 , 15.37 , 17.15 , 8.23 , 14.51 , 8.23 
Price, 12.97 , 18.34 , 68.18 , 39.09 , 20.44 , 26.03 , 22.23 , 24.04 , 27.97 , 28.88 , 15.40 , 12.91 , (0.46)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,10.30%,0.00%,38.46%,29.59%,58.93%,79.42%,62.47%,13.12%,72.34%,70.52%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-3.27%,-8.67%,-8.21%,7.23%,-1.47%,7.23%,-8.67%
,,,,,,OPM,34.55%,39.40%,41.31%,31.32%,0.00%,31.32%,0.00%
,,,,,,Price to Earning, 36.92 , 41.74 , 13.78 , 14.51 , 8.23 , 14.51 , 8.23 
