HINDUSTAN COMPOSITES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.50 , 5.50 , 4.92 , 4.92 , 4.92 , 4.92 , 4.92 , 4.92 , 4.92 , 7.38 
Reserves, 17.70 , 486.46 , 473.63 , 493.40 , 503.03 , 519.07 , 544.28 , 630.10 , 688.36 , 732.80 
Borrowings, 24.86 , 21.91 , 15.39 , 7.35 , 8.16 , 6.91 , 5.56 , 5.02 , 4.67 , 4.93 
Other Liabilities, 23.46 , 30.56 , 24.92 , 26.09 , 28.59 , 31.72 , 30.24 , 64.37 , 83.57 , 88.18 
Total, 71.52 , 544.43 , 518.86 , 531.76 , 544.70 , 562.62 , 585.00 , 704.41 , 781.52 , 833.29 
,,,,,,,,,,
Net Block, 32.67 , 37.38 , 44.95 , 48.05 , 114.71 , 114.05 , 115.19 , 120.15 , 123.88 , 122.42 
Capital Work in Progress, -   , -   , 39.67 , 43.19 , 1.43 , 0.04 , -   , -   , 0.42 , 0.12 
Investments, 6.46 , 353.70 , 279.90 , 282.00 , 341.30 , 362.97 , 385.85 , 473.27 , 541.11 , 612.74 
Other Assets, 32.39 , 153.35 , 154.34 , 158.52 , 87.26 , 85.56 , 83.96 , 110.99 , 116.11 , 98.01 
Total, 71.52 , 544.43 , 518.86 , 531.76 , 544.70 , 562.62 , 585.00 , 704.41 , 781.52 , 833.29 
,,,,,,,,,,
Working Capital, 8.93 , 122.79 , 129.42 , 132.43 , 58.67 , 53.84 , 53.72 , 46.62 , 32.54 , 9.83 
Debtors, 15.38 , 18.43 , 17.02 , 15.53 , 18.91 , 26.76 , 23.21 , 26.61 , 26.64 , 34.52 
Inventory, 9.44 , 10.41 , 10.99 , 8.96 , 7.82 , 7.59 , 6.05 , 6.69 , 9.03 , 11.09 
,,,,,,,,,,
Debtor Days, 76.91 , 78.49 , 51.71 , 49.42 , 74.21 , 91.34 , 59.23 , 63.41 , 58.52 , 63.26 
Inventory Turnover, 7.73 , 8.23 , 10.93 , 12.80 , 11.89 , 14.09 , 23.64 , 22.90 , 18.40 , 17.96 
,,,,,,,,,,
Return on Equity,2%,97%,4%,4%,2%,3%,5%,3%,4%,3%
Return on Capital Emp,,205%,5%,6%,2%,4%,5%,4%,5%,4%
,,,,,,,,,,
