BRIGADE ENTERPRISES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 351.64 , 324.09 , 449.47 , 571.44 , 776.11 , 898.70 , 988.05 ," 1,562.56 "," 1,483.76 "," 1,248.90 "," 1,805.91 "," 1,805.91 "," 1,395.59 "
Expenses, 282.64 , 223.53 , 299.20 , 431.24 , 573.01 , 613.84 , 692.76 ," 1,192.00 "," 1,081.35 ", 847.90 ," 1,323.98 "," 1,312.32 "," 1,023.16 "
Operating Profit, 69.00 , 100.56 , 150.27 , 140.20 , 203.10 , 284.86 , 295.29 , 370.56 , 402.41 , 401.00 , 481.93 , 493.59 , 372.43 
Other Income, 71.93 , 38.87 , 45.23 , 37.57 , 12.03 , 17.07 , 19.96 , 89.84 , 86.21 , 103.15 , 122.70 , -   , -   
Depreciation, 13.39 , 17.91 , 17.26 , 49.25 , 72.24 , 76.53 , 91.99 , 97.98 , 76.04 , 69.05 , 68.22 , 68.22 , 68.22 
Interest, 45.87 , 74.34 , 16.79 , 60.39 , 82.88 , 102.42 , 114.60 , 150.40 , 179.53 , 183.29 , 177.84 , 177.84 , 177.84 
Profit before tax, 81.67 , 47.18 , 161.45 , 68.13 , 60.01 , 122.98 , 108.66 , 212.02 , 233.05 , 251.81 , 358.57 , 247.53 , 126.37 
Tax, (1.38), 0.96 , 42.17 , 10.04 , (4.24), 33.18 , 38.66 , 64.70 , 69.08 , 71.30 , 124.35 ,35%,35%
Net profit, 83.05 , 46.22 , 119.28 , 58.09 , 64.25 , 89.80 , 70.00 , 147.32 , 163.97 , 180.51 , 234.22 , 161.69 , 82.55 
EPS, 7.40 , 4.12 , 10.63 , 5.17 , 5.72 , 8.00 , 6.21 , 13.01 , 14.43 , 13.27 , 17.20 , 11.87 , 6.06 
Price to earning, 6.38 , 35.23 , 9.11 , 11.20 , 11.69 , 8.65 , 24.16 , 11.19 , 16.75 , 19.58 , 14.66 , 15.54 , 14.66 
Price, 47.17 , 145.05 , 96.77 , 57.98 , 66.93 , 69.18 , 149.95 , 145.62 , 241.71 , 259.84 , 252.20 , 184.56 , 88.88 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.22%,29.14%,14.12%,28.99%,26.21%,25.00%,32.21%,15.37%,17.33%,15.07%,,,
OPM,19.62%,31.03%,33.43%,24.53%,26.17%,31.70%,29.89%,23.71%,27.12%,32.11%,26.69%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,15.12%,15.72%,9.98%,8.12%,44.60%,44.60%,8.12%
,,,,,,OPM,27.93%,27.86%,28.37%,27.33%,26.69%,27.33%,26.69%
,,,,,,Price to Earning, 15.33 , 14.74 , 15.83 , 15.54 , 14.66 , 15.54 , 14.66 
