GAYATRI PROJECTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 10.10 , 11.10 , 11.99 , 23.97 , 30.23 , 30.23 , 30.23 , 35.45 , 35.45 , 37.44 
Reserves, 205.65 , 265.74 , 325.97 , 492.25 , 595.20 , 635.74 , 652.31 , 810.57 , 705.55 ," 1,085.60 "
Borrowings, 360.76 , 608.57 , 947.10 ," 1,210.40 "," 1,409.39 "," 1,543.09 "," 1,778.89 "," 1,919.99 "," 2,058.22 "," 1,944.27 "
Other Liabilities, 332.11 , 403.09 , 493.73 , 678.64 , 966.24 ," 1,110.42 "," 1,050.83 "," 1,122.56 "," 1,679.93 "," 1,919.82 "
Total, 908.62 ," 1,288.50 "," 1,778.79 "," 2,405.26 "," 3,001.06 "," 3,319.48 "," 3,512.26 "," 3,888.57 "," 4,479.15 "," 4,987.13 "
,,,,,,,,,,
Net Block, 160.67 , 166.14 , 219.29 , 273.94 , 247.38 , 229.36 , 208.12 , 226.86 , 309.25 , 334.97 
Capital Work in Progress, -   , -   , -   , 11.67 , 11.67 , 4.97 , -   , -   , 24.10 , -   
Investments, 128.34 , 128.34 , 396.44 , 623.49 , 768.27 , 947.50 , 947.49 ," 1,182.21 "," 1,056.12 "," 1,016.89 "
Other Assets, 619.61 , 994.02 ," 1,163.06 "," 1,496.16 "," 1,973.74 "," 2,137.65 "," 2,356.65 "," 2,479.50 "," 3,089.68 "," 3,635.27 "
Total, 908.62 ," 1,288.50 "," 1,778.79 "," 2,405.26 "," 3,001.06 "," 3,319.48 "," 3,512.26 "," 3,888.57 "," 4,479.15 "," 4,987.13 "
,,,,,,,,,,
Working Capital, 287.50 , 590.93 , 669.33 , 817.52 ," 1,007.50 "," 1,027.23 "," 1,305.82 "," 1,356.94 "," 1,409.75 "," 1,715.45 "
Debtors, 223.91 , 314.90 , 328.47 , 514.28 , 775.16 , 940.67 , 571.83 , 623.99 , 754.65 ," 1,133.71 "
Inventory, 60.43 , 69.33 , 64.25 , 147.04 , 224.12 , 237.53 , 242.02 , 154.88 , 360.05 , 292.96 
,,,,,,,,,,
Debtor Days, 81.35 , 91.77 , 83.23 , 104.17 , 139.91 , 189.43 , 130.36 , 125.68 , 130.21 , 142.09 
Inventory Turnover, 16.62 , 18.07 , 22.42 , 12.25 , 9.02 , 7.63 , 6.62 , 11.70 , 5.88 , 9.94 
,,,,,,,,,,
Return on Equity,19%,18%,15%,9%,10%,7%,3%,7%,10%,17%
Return on Capital Emp,,18%,14%,12%,13%,11%,8%,9%,11%,14%
,,,,,,,,,,
