FERTILIZERS & CHEMICALS TRAVANCORE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 354.77 , 647.07 , 647.07 , 647.07 , 647.07 , 647.07 , 647.07 , 647.07 , 647.07 , 647.07 
Reserves, (351.35), (455.22), (504.59), (484.82), (838.82)," (1,103.81)"," (1,503.74)"," (1,955.96)"," (2,159.41)"," (2,287.25)"
Borrowings, 809.83 ," 1,078.86 ", 922.00 , 761.79 , 991.35 ," 1,110.86 "," 1,074.30 "," 1,810.59 "," 2,402.30 "," 2,277.86 "
Other Liabilities, 704.97 , 697.30 , 737.48 ," 1,012.98 ", 937.47 ," 1,261.20 "," 1,449.27 "," 1,166.55 ", 715.42 ," 1,216.50 "
Total," 1,518.22 "," 1,968.01 "," 1,801.96 "," 1,937.02 "," 1,737.07 "," 1,915.32 "," 1,666.90 "," 1,668.25 "," 1,605.38 "," 1,854.18 "
,,,,,,,,,,
Net Block, 386.06 , 363.50 , 316.02 , 277.54 , 243.36 , 276.06 , 281.80 , 269.73 , 296.81 , 294.72 
Capital Work in Progress, 6.87 , 16.42 , 8.70 , 25.10 , 53.13 , 23.83 , 24.86 , 21.86 , 24.68 , 18.83 
Investments, 281.30 , 281.30 , 138.40 , 18.23 , 21.36 , 21.36 , 3.67 , 3.67 , 45.72 , 59.27 
Other Assets, 843.99 ," 1,306.79 "," 1,338.84 "," 1,616.15 "," 1,419.22 "," 1,594.07 "," 1,356.57 "," 1,372.99 "," 1,238.17 "," 1,481.36 "
Total," 1,518.22 "," 1,968.01 "," 1,801.96 "," 1,937.02 "," 1,737.07 "," 1,915.32 "," 1,666.90 "," 1,668.25 "," 1,605.38 "," 1,854.18 "
,,,,,,,,,,
Working Capital, 139.02 , 609.49 , 601.36 , 603.17 , 481.75 , 332.87 , (92.70), 206.44 , 522.75 , 264.86 
Debtors, 271.37 , 61.25 , 48.46 , 11.25 , 8.26 , 11.47 , 10.21 , 7.10 , 506.07 , 450.09 
Inventory, 433.07 , 602.15 , 642.42 , 788.49 , 712.02 , 654.19 , 587.24 , 425.37 , 466.87 , 516.78 
,,,,,,,,,,
Debtor Days, 46.53 , 10.62 , 7.19 , 1.43 , 1.30 , 1.89 , 1.88 , 1.49 , 98.96 , 85.26 
Inventory Turnover, 4.92 , 3.50 , 3.83 , 3.65 , 3.25 , 3.38 , 3.37 , 4.08 , 4.00 , 3.73 
,,,,,,,,,,
Return on Equity,1256%,-54%,-35%,12%,,,,,,
Return on Capital Emp,,2%,8%,16%,-23%,-10%,-47%,-56%,6%,25%
,,,,,,,,,,
