CYBERTECH SYSTEMS & SOFTWARE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 12.75 , 12.43 , 16.37 , 25.68 , 34.01 , 40.66 , 39.69 , 44.32 , 55.87 , 51.07 , 53.82 , 55.55 , 53.97 
Expenses, 11.99 , 12.67 , 16.05 , 22.85 , 28.08 , 34.44 , 38.08 , 39.29 , 48.10 , 52.07 , 46.83 , 48.33 , 49.40 
Operating Profit, 0.76 , (0.24), 0.32 , 2.83 , 5.93 , 6.22 , 1.61 , 5.03 , 7.77 , (1.00), 6.99 , 7.21 , 4.57 
Other Income, 8.84 , 8.24 , 7.93 , 5.62 , 10.78 , 5.29 , 9.92 , 3.58 , 9.22 , 8.14 , 6.32 , -   , -   
Depreciation, 1.74 , 1.80 , 1.63 , 1.57 , 1.62 , 1.45 , 2.30 , 3.29 , 4.19 , 4.59 , 4.71 , 4.71 , 4.71 
Interest, 0.02 , -   , -   , 0.01 , 0.07 , 0.48 , 0.58 , 0.84 , 1.40 , 1.87 , 1.09 , 1.09 , 1.09 
Profit before tax, 7.84 , 6.20 , 6.62 , 7.07 , 16.19 , 10.66 , 10.49 , 4.94 , 11.94 , 2.74 , 7.51 , 1.41 , (1.23)
Tax, 0.98 , 1.81 , 1.86 , 2.01 , 5.01 , 1.97 , 2.32 , 2.27 , 3.14 , 0.78 , 1.98 ,26%,26%
Net profit, 6.86 , 4.39 , 4.76 , 5.06 , 11.18 , 8.69 , 8.17 , 2.67 , 8.80 , 1.96 , 5.52 , 1.04 , (0.91)
EPS, 2.59 , 1.66 , 1.80 , 1.91 , 4.22 , 3.28 , 3.05 , 0.99 , 3.25 , 0.71 , 2.01 , 0.38 , (0.33)
Price to earning, 3.58 , 11.39 , 8.03 , 6.21 , 3.12 , 7.86 , 11.59 , 41.92 , 22.35 , 95.30 , 23.00 , 45.64 , 21.30 
Price, 9.27 , 18.89 , 14.43 , 11.88 , 13.19 , 25.78 , 35.34 , 41.64 , 72.63 , 68.12 , 46.15 , 17.28 , (7.03)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,38.63%,60.36%,55.67%,52.37%,23.70%,30.49%,32.80%,100.75%,30.80%,139.80%,,,
OPM,5.96%,0.00%,1.95%,11.02%,17.44%,15.30%,4.06%,11.35%,13.91%,0.00%,12.99%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.67%,17.65%,8.47%,8.77%,5.38%,8.77%,5.38%
,,,,,,OPM,9.15%,10.09%,8.91%,8.46%,12.99%,12.99%,8.46%
,,,,,,Price to Earning, 21.30 , 26.42 , 33.67 , 45.64 , 23.00 , 45.64 , 21.30 
