SONA KOYO STEERING SYSTEMS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 693.17 , 850.30 ," 1,034.77 "," 1,140.53 "," 1,118.57 "," 1,042.99 "," 1,078.64 "," 1,077.39 "," 1,164.60 "," 1,212.24 "," 1,533.04 "," 1,533.04 "," 1,237.10 "
Expenses, 685.67 , 762.40 , 929.99 ," 1,020.94 "," 1,000.54 ", 944.02 , 956.13 , 961.00 ," 1,034.19 "," 1,071.48 "," 1,363.75 "," 1,361.03 "," 1,112.73 "
Operating Profit, 7.50 , 87.90 , 104.78 , 119.59 , 118.03 , 98.97 , 122.51 , 116.39 , 130.41 , 140.76 , 169.29 , 172.01 , 124.37 
Other Income, 4.26 , 5.26 , 6.89 , 3.72 , 5.57 , 40.31 , 4.18 , 15.98 , 4.20 , 2.55 , 18.60 , -   , -   
Depreciation, 24.93 , 26.58 , 28.45 , 33.34 , 43.18 , 49.10 , 78.00 , 71.90 , 74.77 , 73.13 , 77.43 , 77.43 , 77.43 
Interest, 32.16 , 33.61 , 31.73 , 33.70 , 33.52 , 31.89 , 24.93 , 28.23 , 24.26 , 20.74 , 15.39 , 15.39 , 15.39 
Profit before tax, (45.33), 32.97 , 51.49 , 56.27 , 46.89 , 58.30 , 23.77 , 32.25 , 35.59 , 49.45 , 95.07 , 79.19 , 31.55 
Tax, (14.30), 11.32 , 14.08 , 17.44 , 16.28 , 6.64 , 5.79 , 7.25 , 10.50 , 17.01 , 31.47 ,33%,33%
Net profit, (31.03), 21.65 , 37.41 , 38.83 , 30.61 , 51.66 , 17.98 , 25.00 , 25.09 , 32.44 , 63.59 , 52.97 , 21.10 
EPS, (1.56), 1.09 , 1.88 , 1.95 , 1.54 , 2.60 , 0.90 , 1.26 , 1.26 , 1.63 , 2.60 , 2.17 , 0.86 
Price to earning, (5.80), 17.16 , 9.46 , 6.54 , 6.43 , 8.50 , 60.63 , 39.07 , 65.69 , 66.46 , 41.39 , 53.15 , 32.13 
Price, 9.06 , 18.69 , 17.81 , 12.78 , 9.90 , 22.10 , 54.85 , 49.15 , 82.94 , 108.48 , 107.65 , 115.17 , 27.74 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,27.53%,34.54%,33.27%,42.21%,30.78%,71.86%,39.76%,39.62%,30.64%,,,
OPM,1.08%,10.34%,10.13%,10.49%,10.55%,9.49%,11.36%,10.80%,11.20%,11.61%,11.04%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,6.41%,2.29%,1.62%,3.97%,26.46%,26.46%,1.62%
,,,,,,OPM,10.05%,10.81%,10.92%,11.22%,11.04%,11.22%,10.05%
,,,,,,Price to Earning, 32.13 , 36.84 , 46.96 , 53.15 , 41.39 , 53.15 , 32.13 
