KRIDHAN INFRA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 4.89 , 32.37 , 101.05 , 77.49 , 50.79 , 37.69 , 80.29 , 57.08 , 72.38 , 88.01 , 58.41 , 107.02 , 86.87 
Expenses, 3.99 , 30.33 , 95.44 , 71.05 , 46.72 , 33.83 , 76.44 , 54.20 , 69.57 , 81.38 , 47.16 , 86.40 , 81.95 
Operating Profit, 0.90 , 2.04 , 5.61 , 6.44 , 4.07 , 3.86 , 3.85 , 2.88 , 2.81 , 6.63 , 11.25 , 20.61 , 4.92 
Other Income, 0.12 , 0.36 , 0.02 , 0.88 , 0.92 , 1.71 , 1.80 , 2.13 , 2.05 , (2.25), (8.36), -   , -   
Depreciation, 0.18 , 0.29 , 0.35 , 1.62 , 0.82 , 0.88 , 0.88 , 0.89 , 0.90 , 0.84 , 0.76 , 0.76 , 0.76 
Interest, 0.57 , 0.99 , 1.53 , 2.84 , 3.28 , 3.43 , 3.08 , 2.40 , 2.73 , 2.25 , 0.91 , 0.91 , 0.91 
Profit before tax, 0.27 , 1.12 , 3.75 , 2.87 , 0.89 , 1.25 , 1.69 , 1.71 , 1.25 , 1.30 , 1.22 , 18.94 , 3.25 
Tax, 0.08 , 0.33 , 1.47 , 0.61 , (0.10), 0.39 , 0.43 , 0.41 , 0.31 , 0.47 , (0.55),-45%,-45%
Net profit, 0.19 , 0.79 , 2.28 , 2.26 , 0.99 , 0.86 , 1.25 , 1.30 , 0.94 , 0.84 , 1.77 , 27.48 , 4.72 
EPS, 0.09 , 0.21 , 0.58 , 0.39 , 0.17 , 0.14 , 0.18 , 0.18 , 0.13 , 0.09 , 0.19 , 2.90 , 0.50 
Price to earning,  ,  ,  , 39.03 , 48.49 , 370.32 , 501.88 , 532.57 , 483.46 ," 1,233.92 ", 171.35 , 605.32 , 171.35 
Price, -   , -   , -   , 15.06 , 8.19 , 51.71 , 92.51 , 93.44 , 61.34 , 109.36 , 32.00 ," 1,755.13 ", 85.28 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,13.95%,108.80%,0.00%,0.00%,226.19%,,,
OPM,18.40%,6.30%,5.55%,8.31%,8.01%,10.24%,4.80%,5.05%,3.88%,7.53%,19.26%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,37.87%,-1.95%,11.62%,3.11%,21.59%,21.59%,-1.95%
,,,,,,OPM,6.49%,6.59%,5.97%,5.67%,19.26%,19.26%,5.67%
,,,,,,Price to Earning, 422.63 , 422.63 , 548.92 , 605.32 , 171.35 , 605.32 , 171.35 
