GODAWARI POWER & ISPAT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 28.07 , 28.07 , 31.76 , 31.76 , 32.76 , 32.76 , 32.76 , 31.63 , 34.11 , 34.11 
Reserves, 405.16 , 451.59 , 527.37 , 597.09 , 670.82 , 731.57 , 787.51 , 699.43 , 650.55 , 833.23 
Borrowings, 331.76 , 391.50 , 644.25 , 685.48 ," 1,014.69 "," 1,182.35 "," 1,188.51 "," 1,329.57 "," 1,550.83 "," 1,498.87 "
Other Liabilities, 77.27 , 96.53 , 84.88 , 168.29 , 299.67 , 355.92 , 587.42 , 480.77 , 321.31 , 383.20 
Total, 842.26 , 967.69 ," 1,288.26 "," 1,482.62 "," 2,017.94 "," 2,302.60 "," 2,596.20 "," 2,541.40 "," 2,556.80 "," 2,749.41 "
,,,,,,,,,,
Net Block, 379.97 , 580.58 , 685.75 , 677.05 , 690.73 ," 1,247.97 "," 1,339.48 "," 1,362.45 "," 1,435.15 "," 1,407.91 "
Capital Work in Progress, 171.39 , 60.17 , 36.85 , 135.92 , 412.39 , 65.18 , 113.84 , 164.96 , 58.92 , 88.59 
Investments, 44.58 , 71.54 , 212.09 , 212.33 , 252.56 , 288.89 , 294.18 , 276.46 , 279.76 , 280.93 
Other Assets, 246.32 , 255.40 , 353.57 , 457.32 , 662.26 , 700.56 , 848.70 , 737.53 , 782.97 , 971.98 
Total, 842.26 , 967.69 ," 1,288.26 "," 1,482.62 "," 2,017.94 "," 2,302.60 "," 2,596.20 "," 2,541.40 "," 2,556.80 "," 2,749.41 "
,,,,,,,,,,
Working Capital, 169.05 , 158.87 , 268.69 , 289.03 , 362.59 , 344.64 , 261.28 , 256.76 , 461.66 , 588.78 
Debtors, 30.28 , 35.84 , 54.03 , 82.14 , 102.25 , 77.07 , 116.42 , 86.24 , 73.69 , 107.85 
Inventory, 134.81 , 158.64 , 228.73 , 262.26 , 272.86 , 284.14 , 317.54 , 385.62 , 270.23 , 383.61 
,,,,,,,,,,
Debtor Days, 10.68 , 16.87 , 21.12 , 17.18 , 19.54 , 18.30 , 22.06 , 20.50 , 17.42 , 18.61 
Inventory Turnover, 7.67 , 4.89 , 4.08 , 6.65 , 7.00 , 5.41 , 6.07 , 3.98 , 5.71 , 5.51 
,,,,,,,,,,
Return on Equity,13%,11%,13%,13%,18%,7%,8%,-7%,-11%,21%
Return on Capital Emp,,11%,14%,16%,13%,9%,11%,4%,5%,15%
,,,,,,,,,,
