EXPLEO SOLUTIONS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 88.96 , 74.49 , 61.31 , 111.90 , 157.83 , 194.44 , 214.16 , 264.16 , 259.95 , 276.44 , 284.27 , 300.99 , 294.47 
Expenses, 74.73 , 65.57 , 58.51 , 101.30 , 131.06 , 158.45 , 180.97 , 215.10 , 221.00 , 235.71 , 237.67 , 251.65 , 249.32 
Operating Profit, 14.23 , 8.92 , 2.80 , 10.60 , 26.77 , 35.99 , 33.19 , 49.06 , 38.95 , 40.73 , 46.60 , 49.34 , 45.16 
Other Income, 3.03 , 0.96 , 2.65 , 8.89 , 2.25 , 8.64 , 1.71 , 5.09 , 0.98 , 8.05 , 6.99 , -   , -   
Depreciation, 1.59 , 1.28 , 2.76 , 3.72 , 4.62 , 5.64 , 5.16 , 4.03 , 5.18 , 5.54 , 5.48 , 5.48 , 5.48 
Interest, 0.22 , 0.16 , 0.08 , 0.14 , 1.42 , 1.96 , 1.60 , 0.24 , 0.20 , 0.29 , 0.07 , 0.07 , 0.07 
Profit before tax, 15.45 , 8.44 , 2.61 , 15.63 , 22.98 , 37.04 , 28.13 , 49.87 , 34.55 , 42.97 , 48.04 , 43.79 , 39.61 
Tax, 1.57 , 0.44 , 0.86 , 6.56 , 6.68 , 11.60 , 9.64 , 18.00 , 12.17 , 14.96 , 16.59 ,35%,35%
Net profit, 13.88 , 8.00 , 1.75 , 9.07 , 16.30 , 25.44 , 18.48 , 31.86 , 22.39 , 28.01 , 31.44 , 28.67 , 25.93 
EPS, 15.95 , 7.96 , 1.74 , 9.02 , 16.10 , 24.78 , 17.52 , 29.95 , 20.96 , 26.15 , 29.35 , 26.76 , 24.20 
Price to earning,  , 22.41 , 35.51 , 4.94 , 4.32 , 15.03 , 33.73 , 32.10 , 26.31 , 19.09 , 15.03 , 23.13 , 15.03 
Price, -   , 178.37 , 61.82 , 44.58 , 69.63 , 372.45 , 591.18 , 961.34 , 551.58 , 499.36 , 441.15 , 619.07 , 363.81 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,6.27%,12.50%,57.14%,55.46%,37.24%,36.32%,137.01%,80.16%,114.47%,91.75%,,,
OPM,16.00%,11.97%,4.57%,9.47%,16.96%,18.51%,15.50%,18.57%,14.98%,14.73%,16.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,13.43%,24.00%,11.86%,8.88%,6.34%,8.88%,6.34%
,,,,,,OPM,15.33%,15.91%,16.37%,16.08%,16.39%,16.39%,15.33%
,,,,,,Price to Earning, 20.85 , 18.82 , 23.55 , 23.13 , 15.03 , 23.13 , 15.03 
