ISMT LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,300.25 "," 1,185.13 "," 1,647.70 "," 1,944.43 "," 1,591.79 "," 1,561.11 "," 1,504.50 ", 991.68 ," 1,162.29 "," 1,490.25 "," 1,806.94 "," 1,910.75 "," 1,464.51 "
Expenses," 1,121.81 ", 987.73 ," 1,389.80 "," 1,734.91 "," 1,433.08 "," 1,539.70 "," 1,531.14 ", 979.54 ," 1,119.23 "," 1,414.29 "," 1,697.27 "," 1,794.78 "," 1,431.21 "
Operating Profit, 178.44 , 197.40 , 257.90 , 209.52 , 158.71 , 21.41 , (26.64), 12.14 , 43.06 , 75.96 , 109.67 , 115.97 , 33.30 
Other Income, 14.13 , 28.06 , 27.09 , 24.43 , (51.04), 59.56 , 115.10 , (33.00), 9.73 , 16.51 , 11.37 , -   , -   
Depreciation, 54.13 , 55.57 , 85.54 , 84.50 , 95.64 , 102.09 , 74.00 , 71.83 , 63.18 , 58.55 , 57.08 , 57.08 , 57.08 
Interest, 82.46 , 78.66 , 90.56 , 120.79 , 152.66 , 183.53 , 235.45 , 280.13 , 269.23 , 274.85 , 278.18 , 278.18 , 278.18 
Profit before tax, 55.98 , 91.23 , 108.89 , 28.66 , (140.63), (204.65), (220.99), (372.82), (279.62), (240.93), (214.22), (219.29), (301.96)
Tax, (0.25), 16.62 , 33.53 , 0.07 , (40.92), (34.36), -   , 9.39 , -   , (0.98), (0.17),0%,0%
Net profit, 56.23 , 74.61 , 75.36 , 28.59 , (99.71), (170.29), (220.99), (382.21), (279.62), (239.95), (214.05), (219.29), (301.96)
EPS, 3.84 , 5.09 , 5.14 , 1.95 , (6.81), (11.62), (15.08), (26.09), (19.09), (16.38), (14.61), (14.97), (20.61)
Price to earning, 5.88 , 10.70 , 10.56 , 13.79 , (1.48), (1.08), (0.73), (0.33), (0.73), (0.55), -   , -   , -   
Price, 22.56 , 54.51 , 54.33 , 26.91 , 10.08 , 12.60 , 10.96 , 8.48 , 13.97 , 8.98 , 7.25 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,26.05%,19.64%,24.30%,38.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,13.72%,16.66%,15.65%,10.78%,9.97%,1.37%,0.00%,1.22%,3.70%,5.10%,6.07%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,1.53%,-1.42%,-1.31%,-0.32%,28.22%,28.22%,-1.42%
,,,,,,OPM,8.03%,5.08%,2.27%,3.60%,6.07%,6.07%,2.27%
,,,,,,Price to Earning, 10.23 , 13.79 ,  ,  , -   , -   , -   
