JINDAL WORLDWIDE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 184.15 , 289.04 , 371.33 , 502.45 , 604.50 , 779.88 , 839.63 ," 1,008.38 "," 1,157.43 "," 1,643.13 "," 1,892.14 "," 2,332.65 "," 2,062.03 "
Expenses, 171.26 , 270.27 , 335.82 , 464.60 , 559.28 , 710.35 , 752.07 , 868.47 ," 1,019.91 "," 1,462.92 "," 1,750.42 "," 2,052.38 "," 1,907.59 "
Operating Profit, 12.89 , 18.77 , 35.51 , 37.85 , 45.22 , 69.53 , 87.56 , 139.91 , 137.52 , 180.21 , 141.72 , 280.27 , 154.45 
Other Income, 5.52 , 5.15 , 1.43 , 3.33 , 1.52 , 3.01 , 4.01 , 0.65 , 27.57 , 7.64 , 8.10 , -   , -   
Depreciation, 3.85 , 4.36 , 4.84 , 5.46 , 6.50 , 17.78 , 32.35 , 47.30 , 48.76 , 50.57 , 48.72 , 48.72 , 48.72 
Interest, 11.55 , 8.82 , 13.04 , 18.57 , 22.05 , 23.22 , 24.43 , 42.79 , 35.85 , 52.50 , 61.30 , 61.30 , 61.30 
Profit before tax, 3.01 , 10.74 , 19.06 , 17.15 , 18.18 , 31.93 , 35.20 , 50.72 , 80.75 , 84.87 , 39.80 , 170.25 , 44.43 
Tax, 3.06 , 3.57 , 5.76 , 2.10 , 6.01 , 6.86 , 8.56 , 10.45 , 14.35 , 26.54 , 13.18 ,33%,33%
Net profit, (0.05), 7.17 , 13.30 , 15.05 , 12.17 , 25.06 , 26.64 , 40.27 , 66.40 , 58.33 , 26.62 , 113.87 , 29.71 
EPS, (0.00), 0.36 , 0.66 , 0.75 , 0.61 , 1.25 , 1.33 , 2.01 , 3.31 , 2.91 , 1.33 , 5.68 , 1.48 
Price to earning," (3,190.28)", 68.55 , 39.47 , 14.11 , 15.87 , 8.01 , 6.87 , 7.41 , 11.33 , 41.70 , 57.81 , 57.81 , 20.39 
Price, 7.96 , 24.51 , 26.18 , 10.59 , 9.63 , 10.01 , 9.12 , 14.89 , 37.52 , 121.30 , 76.75 , 328.30 , 30.21 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,27.89%,7.52%,6.64%,8.22%,3.99%,3.75%,2.48%,1.51%,1.71%,,,
OPM,7.00%,6.49%,9.56%,7.53%,7.48%,8.92%,10.43%,13.87%,11.88%,10.97%,7.49%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,27.53%,23.67%,22.14%,25.08%,41.96%,41.96%,22.14%
,,,,,,OPM,10.37%,10.68%,11.32%,12.01%,7.49%,12.01%,7.49%
,,,,,,Price to Earning, 27.11 , 20.39 , 22.19 , 29.56 , 57.81 , 57.81 , 20.39 
