HATHWAY CABLE & DATACOM LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 395.66 , 402.02 , 473.87 , 514.44 , 654.31 , 980.10 ," 1,023.61 "," 1,102.96 "," 1,307.40 ", 544.54 , 527.62 , 527.62 , 444.44 
Expenses, 339.55 , 342.86 , 402.90 , 443.60 , 494.70 , 802.13 , 943.35 , 930.83 ," 1,077.71 ", 319.44 , 340.53 , 340.53 , 366.24 
Operating Profit, 56.11 , 59.16 , 70.97 , 70.84 , 159.61 , 177.97 , 80.26 , 172.13 , 229.69 , 225.10 , 187.09 , 187.09 , 78.20 
Other Income, (34.92), (8.96), 22.15 , 21.58 , 8.96 , (7.81), 78.51 , (15.92), 27.51 , 28.18 , (25.67), -   , -   
Depreciation, 81.66 , 82.17 , 94.64 , 103.14 , 118.91 , 202.29 , 226.98 , 254.49 , 300.76 , 97.19 , 115.92 , 115.92 , 115.92 
Interest, 41.94 , 50.91 , 38.79 , 40.95 , 46.46 , 93.12 , 107.01 , 90.05 , 111.06 , 78.43 , 102.58 , 102.58 , 102.58 
Profit before tax, (102.41), (82.88), (40.31), (51.67), 3.20 , (125.25), (175.22), (188.33), (154.62), 77.66 , (57.08), (31.41), (140.30)
Tax, 1.06 , -   , -   , -   , -   , -   , -   , -   , -   , -   , (267.67),0%,0%
Net profit, (103.47), (82.88), (40.31), (51.67), 3.20 , (125.25), (175.22), (188.33), (154.62), 77.66 , 210.59 , (31.41), (140.30)
EPS, (1.86), (1.16), (0.56), (0.72), 0.04 , (1.65), (2.11), (2.27), (1.86), 0.94 , 1.19 , (0.18), (0.79)
Price to earning,  , (36.58), (41.24), (46.04)," 1,176.64 ", (29.45), (25.17), (16.31), (21.52), 39.83 , 21.31 , 30.57 , 21.31 
Price, -   , 42.44 , 23.27 , 33.31 , 52.60 , 48.53 , 53.11 , 36.98 , 40.07 , 37.25 , 25.35 , (5.42), (16.89)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,14.18%,14.72%,14.98%,13.77%,24.39%,18.16%,7.84%,15.61%,17.57%,41.34%,35.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.61%,2.01%,-3.61%,-18.97%,-3.11%,-3.11%,-18.97%
,,,,,,OPM,17.60%,18.21%,17.85%,21.22%,35.46%,35.46%,17.60%
,,,,,,Price to Earning, 412.59 , 412.59 , 30.57 , 30.57 , 21.31 , 30.57 , 21.31 
