CIPLA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 154.29 , 185.36 , 283.46 , 321.01 , 296.14 , 316.97 , 243.02 , 200.26 , 221.68 , 243.66 , 257.26 , 267.82 , 233.82 
Expenses, 152.30 , 177.37 , 263.68 , 301.10 , 277.76 , 299.97 , 225.85 , 183.08 , 207.45 , 235.26 , 251.10 , 251.80 , 228.22 
Operating Profit, 1.99 , 7.99 , 19.78 , 19.91 , 18.38 , 17.00 , 17.17 , 17.18 , 14.23 , 8.40 , 6.16 , 16.02 , 5.60 
Other Income, 0.35 , 2.10 , 0.66 , 2.62 , 0.73 , 0.98 , 0.36 , 0.38 , 1.36 , 2.31 , 3.00 , -   , -   
Depreciation, 9.83 , 9.01 , 9.20 , 8.57 , 7.82 , 7.16 , 6.62 , 5.89 , 5.39 , 5.15 , 4.82 , 4.82 , 4.82 
Interest, 9.03 , 9.11 , 9.12 , 9.17 , 8.03 , 6.96 , 5.82 , 3.76 , 3.26 , 3.92 , 4.44 , 4.44 , 4.44 
Profit before tax, (9.30), 0.78 , 2.12 , 4.78 , 3.48 , 3.87 , 5.08 , 7.91 , 6.93 , 1.64 , (0.10), 6.76 , (3.66)
Tax, 0.10 , -   , -   , 0.05 , 0.72 , 0.97 , 1.07 , 2.43 , 1.95 , 0.36 , 0.13 ,0%,0%
Net profit, (9.40), 0.78 , 2.12 , 4.73 , 2.77 , 2.90 , 4.02 , 5.48 , 4.98 , 1.28 , (0.26), 6.76 , (3.66)
EPS," (1,880.00)", 0.58 , 1.56 , 3.49 , 2.04 , 2.14 , 2.97 , 4.04 , 1.84 , 0.47 , (0.10), 2.49 , (1.35)
Price to earning,  ,  ,  , 6.95 , 10.24 , 8.29 , 4.51 , 4.76 , 14.32 , 73.32 , -   , 30.80 , -   
Price, -   , -   , -   , 24.25 , 20.94 , 17.74 , 13.39 , 19.27 , 26.31 , 34.63 , 15.35 , 76.81 , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,1.29%,4.31%,6.98%,6.20%,6.21%,5.36%,7.07%,8.58%,6.42%,3.45%,2.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,5.21%,-2.14%,-3.83%,0.09%,9.92%,9.92%,-3.83%
,,,,,,OPM,5.76%,6.09%,6.04%,5.98%,2.39%,5.98%,2.39%
,,,,,,Price to Earning, 17.49 , 17.49 , 21.04 , 30.80 , -   , 30.80 , -   
