DHANLAXMI BANK LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 408.42 , 534.57 , 906.42 ," 1,393.65 "," 1,308.00 "," 1,291.95 "," 1,283.59 "," 1,204.27 "," 1,089.06 "," 1,013.32 ", 971.48 , 971.48 , 939.70 
Expenses, 115.88 , 193.49 , 356.63 , 476.21 , 383.05 , 574.09 , 606.92 , 565.96 , 409.93 , 459.52 , 387.84 , 387.84 , 417.98 
Operating Profit, 292.54 , 341.08 , 549.79 , 917.44 , 924.95 , 717.86 , 676.67 , 638.31 , 679.13 , 553.80 , 583.64 , 583.64 , 521.72 
Other Income, 81.43 , 90.99 , 146.77 , 143.64 , 114.30 , 73.43 , 84.95 , 76.73 , 111.02 , 102.31 , 52.74 , -   , -   
Depreciation, 7.55 , 10.31 , 15.59 , 29.47 , 30.96 , 31.29 , 18.32 , 24.90 , 20.32 , 13.46 , -   , -   , -   
Interest, 286.80 , 394.02 , 641.29 ," 1,146.13 "," 1,031.58 "," 1,011.83 ", 984.75 , 899.60 , 757.46 , 667.52 , 624.71 , 624.71 , 624.71 
Profit before tax, 79.62 , 27.74 , 39.68 , (114.52), (23.29), (251.83), (241.45), (209.47), 12.37 , (24.87), 11.67 , (41.07), (102.99)
Tax, 22.17 , 4.44 , 13.62 , 1.11 , (25.91), 0.09 , 0.02 , (0.01), -   , -   , -   ,0%,0%
Net profit, 57.45 , 23.30 , 26.06 , (115.63), 2.62 , (251.91), (241.47), (209.45), 12.38 , (24.87), 11.67 , (41.07), (102.99)
EPS, 8.53 , 3.63 , 3.06 , (13.58), 0.31 , (20.00), (13.61), (11.80), 0.59 , (0.98), 0.46 , (1.62), (4.07)
Price to earning, 7.32 , 38.76 , 40.99 , (5.08), 149.52 , (1.89), (2.40), (1.67), 60.16 , (22.79), 40.87 , 50.51 , 40.87 
Price, 62.44 , 140.86 , 125.47 , 69.02 , 46.02 , 37.84 , 32.70 , 19.72 , 35.49 , 22.41 , 18.85 , (81.99), (166.36)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.16%,13.78%,16.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,71.63%,63.80%,60.66%,65.83%,70.71%,55.56%,52.72%,53.00%,62.36%,54.65%,60.08%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.62%,1.61%,-4.98%,-7.58%,-4.13%,-4.13%,-7.58%
,,,,,,OPM,60.30%,59.51%,55.52%,56.59%,60.08%,60.08%,55.52%
,,,,,,Price to Earning, 56.27 , 83.52 , 50.51 , 50.51 , 40.87 , 50.51 , 40.87 
