DYNAMATIC TECHNOLOGIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 5.41 , 5.41 , 5.41 , 5.41 , 5.41 , 5.54 , 6.34 , 6.34 , 6.34 , 6.34 
Reserves, 129.47 , 140.65 , 166.17 , 149.50 , 150.80 , 143.71 , 268.52 , 272.85 , 477.17 , 479.54 
Borrowings, 205.04 , 185.71 , 268.32 , 366.02 , 340.90 , 305.13 , 311.60 , 347.37 , 525.40 , 560.81 
Other Liabilities, 97.91 , 98.00 , 129.35 , 175.07 , 174.11 , 184.23 , 172.78 , 146.37 , 207.99 , 260.66 
Total, 437.83 , 429.77 , 569.25 , 696.00 , 671.22 , 638.61 , 759.24 , 772.93 ," 1,216.90 "," 1,307.35 "
,,,,,,,,,,
Net Block, 200.19 , 218.33 , 261.21 , 283.20 , 291.56 , 316.46 , 286.36 , 276.96 , 349.50 , 350.61 
Capital Work in Progress, 30.16 , 8.44 , 50.89 , 93.85 , 74.16 , 0.56 , 0.08 , 0.43 , 5.91 , 3.84 
Investments, 50.99 , 50.99 , 52.44 , 70.40 , 70.40 , 70.40 , 165.40 , 185.39 , 535.10 , 535.10 
Other Assets, 156.49 , 152.01 , 204.71 , 248.55 , 235.10 , 251.19 , 307.40 , 310.15 , 326.39 , 417.80 
Total, 437.83 , 429.77 , 569.25 , 696.00 , 671.22 , 638.61 , 759.24 , 772.93 ," 1,216.90 "," 1,307.35 "
,,,,,,,,,,
Working Capital, 58.58 , 54.01 , 75.36 , 73.48 , 60.99 , 66.96 , 134.62 , 163.78 , 118.40 , 157.14 
Debtors, 72.43 , 66.42 , 86.83 , 95.89 , 68.57 , 68.96 , 90.12 , 98.50 , 107.33 , 142.02 
Inventory, 37.45 , 42.59 , 57.20 , 58.89 , 60.63 , 61.14 , 82.56 , 114.80 , 115.20 , 120.65 
,,,,,,,,,,
Debtor Days, 89.41 , 81.53 , 88.31 , 77.42 , 59.08 , 58.81 , 72.09 , 83.53 , 77.57 , 92.15 
Inventory Turnover, 7.90 , 6.98 , 6.27 , 7.68 , 6.99 , 7.00 , 5.53 , 3.75 , 4.38 , 4.66 
,,,,,,,,,,
Return on Equity,4%,7%,9%,1%,0%,0%,8%,0%,3%,1%
Return on Capital Emp,,11%,12%,9%,9%,13%,16%,8%,10%,7%
,,,,,,,,,,
