INDOCO REMEDIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 12.29 , 12.29 , 12.29 , 12.29 , 18.43 , 18.43 , 18.43 , 18.43 , 18.43 , 18.43 
Reserves, 266.16 , 298.22 , 337.91 , 367.66 , 395.61 , 438.54 , 499.95 , 558.02 , 633.45 , 657.13 
Borrowings, 55.73 , 66.04 , 99.40 , 114.16 , 118.41 , 90.63 , 94.23 , 139.05 , 279.54 , 282.00 
Other Liabilities, 83.11 , 103.80 , 114.98 , 159.01 , 158.90 , 184.86 , 235.71 , 261.86 , 313.59 , 319.01 
Total, 417.29 , 480.35 , 564.58 , 653.12 , 691.35 , 732.46 , 848.32 , 977.36 ," 1,245.01 "," 1,276.57 "
,,,,,,,,,,
Net Block, 175.94 , 197.38 , 212.62 , 301.63 , 321.43 , 325.28 , 339.41 , 373.26 , 439.75 , 488.73 
Capital Work in Progress, 16.28 , 30.53 , 52.69 , 32.61 , 37.78 , 44.12 , 62.71 , 54.80 , 90.63 , 135.56 
Investments, 0.02 , 0.02 , 0.02 , 0.12 , 0.40 , 0.45 , 0.64 , 18.29 , 2.82 , 2.61 
Other Assets, 225.05 , 252.42 , 299.25 , 318.76 , 331.74 , 362.61 , 445.56 , 531.01 , 711.81 , 649.67 
Total, 417.29 , 480.35 , 564.58 , 653.12 , 691.35 , 732.46 , 848.32 , 977.36 ," 1,245.01 "," 1,276.57 "
,,,,,,,,,,
Working Capital, 141.94 , 148.62 , 184.27 , 159.75 , 172.84 , 177.75 , 209.85 , 269.15 , 398.22 , 330.66 
Debtors, 100.33 , 90.71 , 91.79 , 113.71 , 127.08 , 137.25 , 153.64 , 187.72 , 215.73 , 206.15 
Inventory, 52.48 , 69.12 , 80.42 , 101.89 , 92.76 , 108.26 , 146.20 , 164.47 , 185.04 , 193.23 
,,,,,,,,,,
Debtor Days, 103.30 , 82.43 , 69.78 , 73.13 , 73.74 , 69.02 , 65.91 , 68.19 , 73.45 , 72.48 
Inventory Turnover, 6.76 , 5.81 , 5.97 , 5.57 , 6.78 , 6.70 , 5.82 , 6.11 , 5.79 , 5.37 
,,,,,,,,,,
Return on Equity,11%,14%,15%,12%,10%,13%,16%,14%,12%,6%
Return on Capital Emp,,13%,15%,14%,14%,17%,21%,17%,12%,8%
,,,,,,,,,,
