DEEPAK FERTILIZERS & PETROCHEMICALS CORP LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,411.07 "," 1,287.04 "," 1,563.89 "," 2,340.97 "," 2,604.05 "," 3,800.51 "," 3,707.62 "," 4,243.10 "," 2,056.62 "," 3,187.27 "," 3,818.50 "," 4,939.51 "," 2,999.56 "
Expenses," 1,141.65 "," 1,019.30 "," 1,223.29 "," 1,940.45 "," 2,284.14 "," 3,306.95 "," 3,410.25 "," 3,882.12 "," 1,828.66 "," 3,001.58 "," 3,672.85 "," 4,536.19 "," 2,885.14 "
Operating Profit, 269.42 , 267.74 , 340.60 , 400.52 , 319.91 , 493.56 , 297.37 , 360.98 , 227.96 , 185.69 , 145.65 , 403.32 , 114.41 
Other Income, 35.18 , 80.42 , 35.82 , 39.66 , 60.29 , 44.86 , 38.28 , 53.37 , 14.99 , 66.42 , 65.00 , -   , -   
Depreciation, 52.38 , 64.33 , 71.47 , 81.91 , 97.45 , 102.64 , 117.31 , 117.64 , 52.92 , 50.50 , 46.92 , 46.92 , 46.92 
Interest, 40.47 , 46.33 , 43.90 , 68.22 , 82.17 , 100.75 , 110.11 , 129.19 , 53.02 , 70.68 , 89.58 , 89.58 , 89.58 
Profit before tax, 211.75 , 237.50 , 261.05 , 290.05 , 200.58 , 336.39 , 108.22 , 167.51 , 137.01 , 130.93 , 74.15 , 266.82 , (22.09)
Tax, 63.05 , 65.45 , 74.43 , 77.08 , 53.67 , 92.50 , 29.87 , 47.68 , 46.71 , 18.04 , 1.74 ,2%,2%
Net profit, 148.70 , 172.05 , 186.62 , 212.97 , 146.91 , 243.88 , 78.35 , 119.83 , 90.30 , 112.89 , 72.41 , 260.56 , (21.57)
EPS, 16.86 , 19.51 , 21.16 , 24.14 , 16.66 , 27.65 , 8.88 , 13.59 , 10.24 , 12.80 , 8.21 , 29.54 , (2.45)
Price to earning, 3.74 , 5.85 , 8.04 , 5.86 , 6.16 , 4.40 , 15.62 , 11.20 , 26.07 , 27.75 , 17.89 , 20.73 , 12.05 
Price, 63.01 , 114.03 , 170.17 , 141.57 , 102.55 , 121.69 , 138.79 , 152.20 , 266.86 , 355.21 , 146.85 , 612.33 , (29.48)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,23.73%,23.07%,23.63%,22.78%,33.02%,23.51%,45.03%,36.80%,58.60%,46.88%,,,
OPM,19.09%,20.80%,21.78%,17.11%,12.29%,12.99%,8.02%,8.51%,11.08%,5.83%,3.81%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.48%,10.71%,4.12%,-4.92%,54.98%,54.98%,-4.92%
,,,,,,OPM,12.07%,10.42%,9.21%,8.17%,3.81%,8.17%,3.81%
,,,,,,Price to Earning, 12.05 , 14.37 , 17.16 , 20.73 , 17.89 , 20.73 , 12.05 
