GMM PFAUDLER LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 2.92 , 2.92 , 2.92 , 2.92 , 2.92 , 2.92 , 2.92 , 2.92 , 2.92 , 2.92 
Reserves, 82.75 , 89.02 , 95.25 , 99.60 , 104.68 , 113.83 , 125.32 , 138.40 , 161.88 , 182.88 
Borrowings, -   , -   , 4.37 , -   , -   , -   , -   , -   , -   , -   
Other Liabilities, 52.30 , 42.39 , 55.21 , 59.94 , 55.26 , 70.60 , 62.85 , 55.93 , 85.17 , 105.06 
Total, 137.97 , 134.33 , 157.75 , 162.46 , 162.86 , 187.35 , 191.09 , 197.25 , 249.97 , 290.86 
,,,,,,,,,,
Net Block, 29.54 , 28.05 , 28.61 , 37.13 , 41.30 , 36.66 , 32.79 , 39.56 , 47.97 , 56.52 
Capital Work in Progress, 0.42 , 0.77 , 6.00 , 3.84 , 0.88 , 1.64 , 4.83 , 4.32 , 2.00 , 6.78 
Investments, 11.20 , 11.95 , 28.32 , 29.59 , 33.02 , 33.65 , 33.72 , 35.72 , 67.96 , 72.57 
Other Assets, 96.81 , 93.56 , 94.82 , 91.90 , 87.66 , 115.40 , 119.75 , 117.65 , 132.04 , 154.99 
Total, 137.97 , 134.33 , 157.75 , 162.46 , 162.86 , 187.35 , 191.09 , 197.25 , 249.97 , 290.86 
,,,,,,,,,,
Working Capital, 44.51 , 51.17 , 39.61 , 31.96 , 32.40 , 44.80 , 56.90 , 61.72 , 46.87 , 49.93 
Debtors, 24.78 , 28.19 , 23.66 , 26.99 , 25.41 , 31.83 , 21.31 , 31.68 , 52.44 , 41.97 
Inventory, 46.46 , 40.42 , 62.80 , 51.59 , 46.55 , 58.63 , 56.56 , 49.52 , 59.45 , 78.79 
,,,,,,,,,,
Debtor Days, 61.66 , 66.61 , 59.96 , 48.81 , 55.37 , 57.94 , 34.72 , 50.36 , 71.87 , 49.04 
Inventory Turnover, 3.16 , 3.82 , 2.29 , 3.91 , 3.60 , 3.42 , 3.96 , 4.64 , 4.48 , 3.97 
,,,,,,,,,,
Return on Equity,12%,12%,11%,9%,9%,12%,13%,13%,16%,15%
Return on Capital Emp,,19%,18%,14%,13%,20%,22%,21%,25%,26%
,,,,,,,,,,
