MAHARASHTRA SEAMLESS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,038.87 "," 1,593.17 "," 1,761.27 "," 2,291.69 "," 1,722.03 "," 1,205.76 "," 1,355.16 "," 1,014.55 "," 1,428.23 "," 2,129.26 "," 2,727.69 "," 3,174.38 "," 2,142.44 "
Expenses," 1,696.43 "," 1,193.27 "," 1,337.97 "," 1,900.42 "," 1,551.21 "," 1,117.94 "," 1,245.52 ", 978.87 ," 1,207.85 "," 1,822.99 "," 2,174.46 "," 2,530.55 "," 1,914.23 "
Operating Profit, 342.44 , 399.90 , 423.30 , 391.27 , 170.82 , 87.82 , 109.64 , 35.68 , 220.38 , 306.27 , 553.23 , 643.83 , 228.21 
Other Income, 72.08 , 52.94 , 92.07 , 76.56 , 69.58 , 63.21 , 82.81 , 94.59 , 85.01 , 67.26 , 88.46 , -   , -   
Depreciation, 17.93 , 18.34 , 18.49 , 20.08 , 36.53 , 36.95 , 29.24 , 69.55 , 69.38 , 74.45 , 77.91 , 77.91 , 77.91 
Interest, 11.56 , 3.41 , 3.15 , 5.19 , 6.15 , 2.73 , 3.59 , 6.54 , 10.32 , 8.69 , 6.52 , 6.52 , 6.52 
Profit before tax, 385.03 , 431.09 , 493.73 , 442.56 , 197.72 , 111.34 , 159.62 , 54.16 , 225.70 , 290.40 , 557.26 , 559.40 , 143.78 
Tax, 127.19 , 146.50 , 152.07 , 131.83 , 44.40 , 14.23 , 37.06 , 22.68 , 80.19 , 91.97 , 187.23 ,34%,34%
Net profit, 257.84 , 284.59 , 341.66 , 310.73 , 153.32 , 97.11 , 122.56 , 31.48 , 145.52 , 198.43 , 370.03 , 371.45 , 95.47 
EPS, 36.56 , 40.35 , 48.44 , 44.05 , 21.74 , 14.22 , 18.29 , 4.70 , 21.72 , 29.62 , 55.23 , 55.44 , 14.25 
Price to earning, 4.43 , 9.48 , 7.32 , 8.64 , 9.88 , 16.39 , 11.23 , 40.90 , 16.16 , 15.60 , 8.60 , 20.31 , 8.60 
Price, 161.86 , 382.67 , 354.35 , 380.51 , 214.75 , 233.10 , 205.34 , 192.19 , 351.04 , 461.93 , 474.80 ," 1,126.27 ", 122.50 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,13.68%,14.87%,12.39%,13.62%,27.60%,42.19%,27.33%,53.21%,23.02%,20.26%,,,
OPM,16.80%,25.10%,24.03%,17.07%,9.92%,7.28%,8.09%,3.52%,15.43%,14.38%,20.28%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.48%,2.75%,4.34%,16.26%,49.08%,49.08%,0.48%
,,,,,,OPM,15.04%,11.86%,10.65%,12.30%,20.28%,20.28%,10.65%
,,,,,,Price to Earning, 13.51 , 15.92 , 18.15 , 20.31 , 8.60 , 20.31 , 8.60 
