ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 403.14 , 403.63 , 404.57 , 436.58 , 437.02 , 445.06 , 446.59 , 447.54 , 451.15 , 453.95 
Reserves," 1,125.19 "," 1,388.62 "," 1,126.26 "," 1,021.48 "," 1,332.25 "," 1,948.26 "," 2,438.67 "," 2,787.94 "," 3,274.14 "," 4,087.21 "
Borrowings, -   , -   , -   , -   , -   , -   , -   , -   , 485.00 , 485.00 
Other Liabilities," 3,955.88 "," 4,939.77 "," 6,698.09 "," 9,067.10 "," 10,867.51 "," 12,350.40 "," 11,760.45 "," 13,878.75 "," 19,140.58 "," 24,723.49 "
Total," 5,484.21 "," 6,732.02 "," 8,228.92 "," 10,525.16 "," 12,636.78 "," 14,743.72 "," 14,645.71 "," 17,114.23 "," 23,350.87 "," 29,749.65 "
,,,,,,,,,,
Net Block, 153.21 , 134.76 , 365.07 , 392.87 , 390.34 , 372.95 , 381.00 , 373.03 , 371.55 , 367.55 
Capital Work in Progress, 3.56 , 8.58 , 23.06 , 6.73 , 10.09 , 16.54 , 8.66 , 10.12 , 11.11 , 38.44 
Investments," 3,030.74 "," 3,760.57 "," 4,665.30 "," 6,033.62 "," 7,799.96 "," 9,289.99 "," 10,199.72 "," 11,562.52 "," 14,950.45 "," 18,192.67 "
Other Assets," 2,296.70 "," 2,828.11 "," 3,175.49 "," 4,091.94 "," 4,436.39 "," 5,064.24 "," 4,056.33 "," 5,168.56 "," 8,017.76 "," 11,150.99 "
Total," 5,484.21 "," 6,732.02 "," 8,228.92 "," 10,525.16 "," 12,636.78 "," 14,743.72 "," 14,645.71 "," 17,114.23 "," 23,350.87 "," 29,749.65 "
,,,,,,,,,,
Working Capital," (1,659.18)"," (2,111.66)"," (3,522.60)"," (4,975.16)"," (6,431.12)"," (7,286.16)"," (7,704.12)"," (8,710.19)"," (11,122.82)"," (13,572.50)"
Debtors, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,2%,8%,-5%,-29%,20%,22%,20%,16%,19%,19%
Return on Capital Emp,,10%,-4%,-26%,22%,26%,27%,24%,26%,35%
,,,,,,,,,,
