BHAGYANAGAR INDIA LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 183.31 , 167.76 , 178.86 , 190.78 , 197.23 , 225.71 , 261.87 , 295.59 , 305.13 , 512.67 , 569.25 , 861.37 , 581.58 
Expenses, 176.28 , 162.95 , 171.03 , 176.31 , 193.95 , 226.76 , 255.85 , 291.41 , 296.86 , 499.99 , 550.10 , 832.40 , 570.27 
Operating Profit, 7.03 , 4.81 , 7.83 , 14.47 , 3.28 , (1.05), 6.02 , 4.18 , 8.27 , 12.68 , 19.15 , 28.98 , 11.32 
Other Income, 11.50 , 10.03 , 6.38 , 16.13 , 6.37 , 8.10 , 9.60 , 10.90 , 6.26 , 11.54 , 0.96 , -   , -   
Depreciation, 4.98 , 5.10 , 5.78 , 6.02 , 7.57 , 6.80 , 4.97 , 5.06 , 3.44 , 3.61 , 3.74 , 3.74 , 3.74 
Interest, 4.63 , 1.93 , 2.00 , 30.70 , 7.04 , 7.76 , 8.33 , 7.62 , 5.97 , 3.82 , 7.62 , 7.62 , 7.62 
Profit before tax, 15.24 , 14.58 , 13.60 , 1.07 , 4.57 , 3.00 , 2.39 , 2.48 , 5.13 , 16.79 , 8.75 , 17.62 , (0.04)
Tax, 4.20 , 1.24 , 3.41 , 0.52 , 0.44 , 0.36 , 0.35 , 0.46 , 0.29 , 3.92 , 2.25 ,26%,26%
Net profit, 11.04 , 13.34 , 10.19 , 0.55 , 4.13 , 2.63 , 2.05 , 2.02 , 4.85 , 12.86 , 6.49 , 13.09 , (0.03)
EPS, 1.48 , 1.94 , 1.49 , 0.09 , 0.65 , 0.41 , 0.32 , 0.32 , 1.52 , 4.02 , 2.03 , 4.09 , (0.01)
Price to earning, 14.54 , 14.96 , 15.10 , 205.34 , 23.90 , 40.14 , 60.63 , 61.72 ,  , 11.94 , 14.05 , 29.24 , 14.05 
Price, 21.54 , 28.95 , 22.49 , 17.65 , 15.42 , 16.50 , 19.42 , 19.48 , -   , 47.99 , 28.50 , 119.58 , (0.14)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,26.99%,20.69%,26.89%,465.45%,61.99%,73.00%,93.66%,0.00%,0.00%,0.00%,,,
OPM,3.84%,2.87%,4.38%,7.58%,1.66%,0.00%,2.30%,1.41%,2.71%,2.47%,3.36%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,12.11%,16.23%,21.05%,25.10%,68.02%,68.02%,12.11%
,,,,,,OPM,2.72%,2.46%,1.95%,2.26%,3.36%,3.36%,1.95%
,,,,,,Price to Earning, 46.23 , 59.68 , 37.70 , 29.24 , 14.05 , 29.24 , 14.05 
