EVEREST INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 529.30 , 652.47 , 723.09 , 886.86 ," 1,014.13 "," 1,040.96 "," 1,267.21 "," 1,313.35 "," 1,147.45 "," 1,244.85 "," 1,404.14 "," 1,404.14 "," 1,236.54 "
Expenses, 493.25 , 592.38 , 657.36 , 807.25 , 918.97 ," 1,010.61 "," 1,170.87 "," 1,226.45 "," 1,104.94 "," 1,153.34 "," 1,297.54 "," 1,297.54 "," 1,165.07 "
Operating Profit, 36.05 , 60.09 , 65.73 , 79.61 , 95.16 , 30.35 , 96.34 , 86.90 , 42.51 , 91.51 , 106.60 , 106.60 , 71.47 
Other Income, 4.79 , 9.61 , 11.65 , 17.79 , 8.53 , 12.34 , 10.46 , 12.90 , 9.11 , 5.75 , 6.45 , -   , -   
Depreciation, 17.14 , 18.37 , 18.90 , 20.08 , 22.05 , 26.72 , 25.42 , 25.63 , 25.46 , 23.55 , 20.55 , 20.55 , 20.55 
Interest, 16.48 , 9.95 , 5.62 , 4.44 , 5.58 , 12.57 , 18.69 , 22.84 , 20.83 , 12.59 , 7.60 , 7.60 , 7.60 
Profit before tax, 20.11 , 41.71 , 53.18 , 74.03 , 78.90 , 12.90 , 48.28 , 51.34 , 5.32 , 61.11 , 84.90 , 78.45 , 43.32 
Tax, 5.66 , 11.70 , 12.47 , 21.27 , 26.40 , 3.75 , 14.07 , 16.04 , 1.33 , 10.43 , 20.69 ,24%,24%
Net profit, 14.45 , 30.01 , 40.71 , 52.76 , 52.50 , 9.15 , 34.21 , 35.31 , 3.99 , 50.68 , 64.21 , 59.33 , 32.77 
EPS, 9.76 , 20.26 , 26.99 , 34.91 , 34.57 , 6.02 , 22.37 , 22.95 , 2.59 , 32.43 , 41.06 , 37.94 , 20.96 
Price to earning, 6.33 , 10.69 , 6.02 , 3.97 , 5.88 , 25.33 , 14.55 , 11.33 , 94.76 , 15.30 , 11.35 , 33.19 , 11.35 
Price, 61.83 , 216.56 , 162.52 , 138.56 , 203.33 , 152.53 , 325.49 , 260.04 , 245.16 , 496.35 , 465.90 ," 1,259.25 ", 237.75 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,25.61%,22.23%,16.68%,20.05%,21.70%,41.53%,22.33%,21.81%,38.60%,20.05%,,,
OPM,6.81%,9.21%,9.09%,8.98%,9.38%,2.92%,7.60%,6.62%,3.70%,7.35%,7.59%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,9.97%,8.07%,4.18%,-0.59%,12.80%,12.80%,-0.59%
,,,,,,OPM,6.97%,6.60%,5.78%,5.96%,7.59%,7.59%,5.78%
,,,,,,Price to Earning, 18.68 , 22.81 , 28.77 , 33.19 , 11.35 , 33.19 , 11.35 
