CMI LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 51.33 , 48.19 , 58.87 , 72.80 , 88.51 , 105.31 , 135.75 , 239.95 , 307.11 , 383.40 , 440.58 , 541.95 , 492.85 
Expenses, 47.35 , 44.52 , 53.81 , 66.33 , 81.04 , 97.14 , 121.36 , 207.54 , 264.08 , 333.22 , 390.68 , 468.78 , 437.03 
Operating Profit, 3.98 , 3.67 , 5.06 , 6.47 , 7.47 , 8.17 , 14.39 , 32.41 , 43.03 , 50.18 , 49.90 , 73.17 , 55.82 
Other Income, (0.46), 0.55 , 0.30 , 0.27 , 0.65 , 0.95 , 1.52 , 1.54 , 5.31 , 7.40 , 13.23 , -   , -   
Depreciation, 0.87 , 1.03 , 1.10 , 1.08 , 1.05 , 0.82 , 0.88 , 1.28 , 1.34 , 1.40 , 1.62 , 1.62 , 1.62 
Interest, 0.55 , 1.30 , 2.10 , 3.32 , 4.66 , 5.58 , 5.90 , 8.43 , 13.64 , 20.70 , 22.21 , 22.21 , 22.21 
Profit before tax, 2.12 , 1.93 , 2.22 , 2.37 , 2.47 , 2.80 , 9.13 , 24.52 , 33.47 , 35.56 , 39.30 , 49.34 , 31.99 
Tax, (0.03), 0.01 , 0.21 , 0.22 , 0.80 , 1.04 , 2.83 , 7.52 , 11.03 , 12.65 , 14.17 ,36%,36%
Net profit, 2.15 , 1.92 , 2.01 , 2.16 , 1.66 , 1.77 , 6.30 , 17.00 , 22.44 , 22.91 , 25.14 , 31.55 , 20.46 
EPS, 7.03 , 6.28 , 6.26 , 6.42 , 4.70 , 5.01 , 5.50 , 12.08 , 15.19 , 15.25 , 16.73 , 20.99 , 13.61 
Price to earning,  ,  , 2.77 , 2.18 , 1.52 , 2.88 , 19.51 , 19.51 , 12.79 , 17.74 , 8.20 , 14.56 , 8.20 
Price, -   , -   , 17.34 , 13.98 , 7.12 , 14.44 , 107.33 , 235.65 , 194.17 , 270.39 , 137.20 , 305.65 , 111.63 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.29%,6.60%,6.55%,,,
OPM,7.75%,7.62%,8.60%,8.89%,8.44%,7.76%,10.60%,13.51%,14.01%,13.09%,11.33%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,25.03%,30.69%,34.07%,41.35%,24.84%,41.35%,24.84%
,,,,,,OPM,11.72%,12.16%,12.65%,13.50%,11.33%,13.50%,11.33%
,,,,,,Price to Earning, 9.68 , 10.54 , 13.44 , 14.56 , 8.20 , 14.56 , 8.20 
