AKZO NOBEL INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 38.10 , 36.80 , 36.80 , 36.80 , 46.70 , 46.70 , 46.70 , 46.70 , 46.70 , 46.70 
Reserves, 933.00 , 955.30 ," 1,054.80 "," 1,393.10 "," 1,058.60 ", 801.10 , 873.30 ," 1,115.80 ", 962.20 ," 1,243.50 "
Borrowings, -   , -   , -   , -   , -   , -   , -   , 2.90 , 2.90 , 2.90 
Other Liabilities, 375.40 , 397.30 , 464.40 , 805.90 ," 1,229.30 "," 1,222.00 ", 914.20 , 916.30 , 918.10 , 982.30 
Total," 1,346.50 "," 1,389.40 "," 1,556.00 "," 2,235.80 "," 2,334.60 "," 2,069.80 "," 1,834.20 "," 2,081.70 "," 1,929.90 "," 2,275.40 "
,,,,,,,,,,
Net Block, 133.10 , 138.10 , 141.90 , 356.30 , 354.80 , 502.50 , 516.40 , 522.90 , 519.10 , 538.90 
Capital Work in Progress, 1.60 , 2.30 , 14.50 , 14.80 , 105.70 , 30.60 , 11.90 , 8.90 , 23.20 , 26.80 
Investments, 915.20 , 960.20 , 985.00 ," 1,003.50 ", 947.20 , 628.60 , 394.40 , 600.40 , 335.60 , 573.30 
Other Assets, 296.60 , 288.80 , 414.60 , 861.20 , 926.90 , 908.10 , 911.50 , 949.50 ," 1,052.00 "," 1,136.40 "
Total," 1,346.50 "," 1,389.40 "," 1,556.00 "," 2,235.80 "," 2,334.60 "," 2,069.80 "," 1,834.20 "," 2,081.70 "," 1,929.90 "," 2,275.40 "
,,,,,,,,,,
Working Capital, (78.80), (108.50), (49.80), 55.30 , (302.40), (313.90), (2.70), 33.20 , 133.90 , 154.10 
Debtors, 75.70 , 80.80 , 70.10 , 226.00 , 251.60 , 307.60 , 278.40 , 352.20 , 412.10 , 395.30 
Inventory, 100.80 , 97.20 , 153.20 , 333.40 , 314.90 , 324.20 , 364.70 , 360.90 , 405.40 , 350.80 
,,,,,,,,,,
Debtor Days, 32.50 , 33.16 , 24.61 , 43.04 , 42.67 , 48.13 , 41.60 , 48.69 , 58.47 , 53.06 
Inventory Turnover, 8.44 , 9.15 , 6.79 , 5.75 , 6.83 , 7.19 , 6.70 , 7.32 , 6.35 , 7.75 
,,,,,,,,,,
Return on Equity,30%,16%,16%,14%,20%,18%,20%,18%,24%,31%
Return on Capital Emp,,20%,21%,20%,23%,21%,31%,30%,31%,42%
,,,,,,,,,,
