DCW LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 906.24 ," 1,023.00 "," 1,057.43 "," 1,183.41 "," 1,326.87 "," 1,323.57 "," 1,252.90 "," 1,263.35 "," 1,175.79 "," 1,187.42 "," 1,340.75 "," 1,340.75 "," 1,157.97 "
Expenses, 848.30 , 842.76 , 959.34 ," 1,058.27 "," 1,078.41 "," 1,193.98 "," 1,190.61 "," 1,112.98 "," 1,028.75 "," 1,061.52 "," 1,196.72 "," 1,184.25 "," 1,043.13 "
Operating Profit, 57.94 , 180.24 , 98.09 , 125.14 , 248.46 , 129.59 , 62.29 , 150.37 , 147.04 , 125.90 , 144.03 , 156.50 , 114.84 
Other Income, 36.22 , 2.14 , 15.34 , 5.43 , (3.01), 0.65 , 3.64 , 3.34 , 2.47 , 6.00 , 2.88 , -   , -   
Depreciation, 41.23 , 48.93 , 47.56 , 50.97 , 52.91 , 51.02 , 52.00 , 68.97 , 67.93 , 87.80 , 86.80 , 86.80 , 86.80 
Interest, 33.30 , 38.99 , 29.98 , 33.95 , 32.13 , 27.03 , 18.69 , 57.97 , 56.58 , 93.20 , 94.53 , 94.53 , 94.53 
Profit before tax, 20.02 , 94.46 , 35.89 , 45.66 , 160.41 , 52.19 , (4.76), 26.78 , 25.01 , (49.09), (34.42), (24.83), (66.49)
Tax, 5.77 , 26.83 , 6.98 , 14.99 , 55.53 , 14.32 , 1.16 , 9.65 , 4.87 , (28.89), (21.77),0%,0%
Net profit, 14.25 , 67.63 , 28.91 , 30.67 , 104.89 , 37.88 , (5.92), 17.12 , 20.15 , (20.20), (12.64), (24.83), (66.49)
EPS, 0.73 , 3.45 , 1.47 , 1.46 , 5.00 , 1.81 , (0.28), 0.78 , 0.92 , (0.91), (0.57), (1.12), (3.01)
Price to earning, 13.13 , 5.49 , 8.65 , 8.22 , 2.78 , 7.46 , (66.24), 33.54 , 38.76 , (37.92), -   , 36.15 , -   
Price, 9.54 , 18.92 , 12.76 , 12.02 , 13.90 , 13.47 , 18.37 , 26.14 , 35.56 , 34.66 , 19.45 , (40.62), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,41.26%,10.44%,24.42%,23.83%,7.20%,19.93%,0.00%,0.00%,0.00%,0.00%,,,
OPM,6.39%,17.62%,9.28%,10.57%,18.73%,9.79%,4.97%,11.90%,12.51%,10.60%,10.74%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,3.05%,1.67%,-2.20%,-1.77%,12.91%,12.91%,-2.20%
,,,,,,OPM,11.33%,11.35%,9.92%,11.67%,10.74%,11.67%,9.92%
,,,,,,Price to Earning, 14.75 , 18.15 , 26.59 , 36.15 , -   , 36.15 , -   
