ADHUNIK INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 395.70 , 394.38 , 334.88 , 353.76 , 413.68 , 440.92 , 411.23 , 410.08 , 372.24 , 478.36 , 621.42 , 621.42 , 491.60 
Expenses, 369.60 , 363.25 , 305.56 , 324.00 , 384.52 , 405.87 , 372.70 , 382.91 , 348.92 , 453.16 , 596.31 , 584.11 , 471.73 
Operating Profit, 26.10 , 31.13 , 29.32 , 29.76 , 29.16 , 35.05 , 38.53 , 27.17 , 23.32 , 25.20 , 25.11 , 37.31 , 19.86 
Other Income, 0.98 , 0.18 , 0.13 , 1.70 , 0.88 , 0.62 , 0.91 , 0.68 , 0.80 , 0.72 , 0.82 , -   , -   
Depreciation, 2.02 , 2.09 , 2.17 , 3.68 , 3.72 , 3.74 , 3.33 , 3.45 , 3.71 , 3.68 , 3.68 , 3.68 , 3.68 
Interest, 7.93 , 8.02 , 8.54 , 20.02 , 21.13 , 25.92 , 20.33 , 19.44 , 16.95 , 15.27 , 12.08 , 12.08 , 12.08 
Profit before tax, 17.13 , 21.20 , 18.74 , 7.75 , 5.18 , 6.01 , 15.79 , 4.95 , 3.46 , 6.97 , 10.17 , 21.55 , 4.10 
Tax, 5.86 , 7.67 , 6.05 , 1.87 , 1.36 , 1.67 , 5.02 , 2.68 , 1.17 , 2.11 , 3.08 ,30%,30%
Net profit, 11.27 , 13.53 , 12.69 , 5.88 , 3.82 , 4.35 , 10.77 , 2.27 , 2.29 , 4.86 , 7.10 , 15.02 , 2.86 
EPS, 563.50 , 2.89 , 2.71 , 1.26 , 0.82 , 0.93 , 2.30 , 0.49 , 0.49 , 1.04 , 1.52 , 3.21 , 0.61 
Price to earning,  ,  ,  ,  ,  ,  , 63.65 , 188.46 , 224.97 , 77.20 , 54.04 , 136.17 , 54.04 
Price, -   , -   , -   , -   , -   , -   , 146.60 , 91.48 , 110.17 , 80.23 , 82.05 , 437.45 , 33.07 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.18%,34.59%,36.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,6.60%,7.89%,8.76%,8.41%,7.05%,7.95%,9.37%,6.63%,6.26%,5.27%,4.04%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,2.13%,5.23%,2.95%,5.17%,29.91%,29.91%,2.13%
,,,,,,OPM,7.36%,7.23%,7.06%,6.00%,4.04%,6.00%,4.04%
,,,,,,Price to Earning, 121.67 , 121.67 , 121.67 , 136.17 , 54.04 , 136.17 , 54.04 
