ENERGY DEVELOPMENT COMPANY LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 117.24 , 31.58 , 47.02 , 61.21 , 48.74 , 39.36 , 21.54 , 134.66 , 103.07 , 40.05 , 13.49 , 49.25 , 31.80 
Expenses, 90.88 , 21.53 , 39.19 , 47.95 , 40.46 , 31.24 , 14.57 , 127.92 , 101.78 , 37.80 , 16.74 , 47.43 , 31.80 
Operating Profit, 26.36 , 10.05 , 7.83 , 13.26 , 8.28 , 8.12 , 6.97 , 6.74 , 1.29 , 2.25 , (3.25), 1.82 , -   
Other Income, 0.55 , 7.82 , 4.80 , 10.17 , 3.47 , 6.27 , 6.18 , 0.49 , 9.41 , 5.26 , 5.95 , -   , -   
Depreciation, 3.84 , 3.38 , 4.18 , 4.54 , 4.86 , 4.95 , 4.06 , 3.30 , 3.03 , 2.90 , 2.82 , 2.82 , 2.82 
Interest, 0.59 , 0.49 , 0.51 , 7.72 , 6.74 , 8.79 , 7.70 , 1.63 , 2.47 , 3.09 , 3.00 , 3.00 , 3.00 
Profit before tax, 22.48 , 14.00 , 7.94 , 11.17 , 1.06 , 0.65 , 1.39 , 2.30 , 5.19 , 1.52 , (3.12), (4.00), (5.82)
Tax, 5.70 , 2.59 , 0.88 , 2.02 , (5.26), (1.56), 0.01 , 0.69 , 1.78 , 0.13 , (1.12),0%,0%
Net profit, 16.78 , 11.41 , 7.06 , 9.15 , 6.33 , 2.21 , 1.38 , 1.61 , 3.41 , 1.39 , (2.01), (4.00), (5.82)
EPS, 6.10 , 4.15 , 2.57 , 3.33 , 2.30 , 0.80 , 0.50 , 0.34 , 0.72 , 0.29 , (0.42), (0.84), (1.23)
Price to earning, 7.85 , 15.48 , 16.16 , 10.01 , 7.72 , 20.30 , 33.78 , 199.28 , 45.26 , 76.10 , -   , 106.88 , -   
Price, 47.90 , 64.21 , 41.49 , 33.32 , 17.77 , 16.32 , 16.95 , 67.55 , 32.49 , 22.27 , 6.80 , (89.95), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.39%,24.10%,38.95%,36.07%,34.76%,62.44%,100.00%,147.83%,69.79%,171.22%,,,
OPM,22.48%,31.82%,16.65%,21.66%,16.99%,20.63%,32.36%,5.01%,1.25%,5.62%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-11.25%,-2.27%,-3.85%,22.97%,-61.14%,22.97%,-61.14%
,,,,,,OPM,14.14%,10.46%,7.49%,3.70%,0.00%,3.70%,0.00%
,,,,,,Price to Earning, 43.19 , 56.06 , 74.94 , 106.88 , -   , 106.88 , -   
