BINANI INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 29.62 , 29.62 , 29.62 , 29.62 , 29.62 , 29.62 , 29.62 , 31.38 , 31.38 , 31.38 
Reserves, 156.84 , 164.62 , 167.20 , 174.33 , 168.57 ," 2,868.83 "," 2,343.99 "," 2,188.23 "," 2,195.22 "," 2,228.95 "
Borrowings, 96.40 , 140.32 , 655.00 ," 1,044.65 "," 1,390.53 "," 1,687.59 "," 1,642.04 "," 1,712.88 "," 1,675.47 "," 1,677.92 "
Other Liabilities, 10.82 , 12.19 , 15.23 , 30.63 , 34.91 , 89.59 , 388.89 , 782.31 , 545.84 , 568.80 
Total, 293.68 , 346.75 , 867.05 ," 1,279.23 "," 1,623.63 "," 4,675.63 "," 4,404.54 "," 4,714.80 "," 4,447.91 "," 4,507.05 "
,,,,,,,,,,
Net Block, 2.22 , 2.68 , 2.85 , 6.28 , 7.23 , 8.97 , 6.60 , 47.74 , 45.58 , 44.85 
Capital Work in Progress, -   , -   , -   , -   , 0.54 , -   , -   , 0.80 , 0.47 , 0.47 
Investments, 274.33 , 274.50 , 718.32 ," 1,070.85 "," 1,395.25 "," 4,444.95 "," 4,188.60 "," 4,254.18 "," 4,221.86 "," 4,302.76 "
Other Assets, 17.13 , 69.57 , 145.88 , 202.10 , 220.61 , 221.71 , 209.34 , 412.08 , 180.00 , 158.97 
Total, 293.68 , 346.75 , 867.05 ," 1,279.23 "," 1,623.63 "," 4,675.63 "," 4,404.54 "," 4,714.80 "," 4,447.91 "," 4,507.05 "
,,,,,,,,,,
Working Capital, 6.31 , 57.38 , 130.65 , 171.47 , 185.70 , 132.12 , (179.55), (370.23), (365.84), (409.83)
Debtors, -   , -   , -   , 2.51 , 18.59 , 37.19 , 30.50 , 59.30 , 35.74 , 28.31 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   , -   , 6.58 , 37.85 , 112.50 , 238.89 , 83.06 , 82.06 , 279.50 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,18%,9%,6%,7%,6%,1%,1%,1%,0%,0%
Return on Capital Emp,,7%,8%,12%,8%,9%,5%,2%,2%,1%
,,,,,,,,,,
