ARMAN FINANCIAL SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 4.40 , 5.61 , 11.42 , 15.50 , 16.74 , 18.28 , 15.24 , 15.92 , 16.56 , 27.31 , 40.74 , 45.04 , 31.50 
Expenses, 1.74 , 2.40 , 4.40 , 5.23 , 6.00 , 6.42 , 5.25 , 6.37 , 7.88 , 11.88 , 15.64 , 17.29 , 13.77 
Operating Profit, 2.66 , 3.21 , 7.02 , 10.27 , 10.74 , 11.86 , 9.99 , 9.55 , 8.68 , 15.43 , 25.10 , 27.75 , 17.73 
Other Income, -   , -   , -   , -   , -   , -   , 0.01 , -   , 0.02 , 0.01 , 0.07 , -   , -   
Depreciation, 0.06 , 0.07 , 0.09 , 0.10 , 0.11 , 0.11 , 0.22 , 0.13 , 0.11 , 0.11 , 0.10 , 0.10 , 0.10 
Interest, 1.55 , 1.94 , 4.26 , 5.62 , 5.91 , 6.72 , 5.56 , 5.67 , 4.80 , 10.85 , 17.40 , 17.40 , 17.40 
Profit before tax, 1.05 , 1.20 , 2.67 , 4.55 , 4.73 , 5.03 , 4.23 , 3.74 , 3.78 , 4.47 , 7.67 , 10.25 , 0.23 
Tax, 0.36 , 0.41 , 0.86 , 1.49 , 1.40 , 1.61 , 1.45 , 1.24 , 1.28 , 1.27 , 2.29 ,30%,30%
Net profit, 0.69 , 0.79 , 1.81 , 3.06 , 3.33 , 3.42 , 2.78 , 2.49 , 2.50 , 3.21 , 5.38 , 7.19 , 0.16 
EPS, 1.69 , 1.94 , 4.44 , 7.51 , 5.89 , 4.94 , 4.01 , 3.60 , 3.61 , 4.64 , 7.74 , 10.34 , 0.24 
Price to earning, 4.19 , 9.21 , 4.99 , 3.72 , 4.55 , 3.87 , 37.59 , 40.92 , 55.25 , 82.41 , 50.94 , 57.38 , 27.06 
Price, 7.10 , 17.85 , 22.16 , 27.95 , 26.81 , 19.12 , 150.92 , 147.15 , 199.46 , 382.00 , 394.20 , 593.28 , 6.37 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,30.38%,18.23%,10.78%,13.51%,20.18%,29.86%,38.96%,27.60%,21.50%,,,
OPM,60.45%,57.22%,61.47%,66.26%,64.16%,64.88%,65.55%,59.99%,52.42%,56.50%,61.61%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,22.49%,13.26%,10.28%,21.46%,64.92%,64.92%,10.28%
,,,,,,OPM,60.83%,60.95%,59.49%,56.30%,61.61%,61.61%,56.30%
,,,,,,Price to Earning, 27.06 , 34.91 , 45.16 , 57.38 , 50.94 , 57.38 , 27.06 
