ANANT RAJ LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 413.48 , 308.21 , 388.86 , 315.59 , 520.34 , 438.12 , 430.48 , 396.24 , 429.32 , 439.65 , 443.14 , 450.23 , 424.96 
Expenses, 27.80 , 47.38 , 155.45 , 154.71 , 371.05 , 309.91 , 209.48 , 278.56 , 308.50 , 343.18 , 364.51 , 331.03 , 349.56 
Operating Profit, 385.68 , 260.83 , 233.41 , 160.88 , 149.29 , 128.21 , 221.00 , 117.68 , 120.82 , 96.47 , 78.63 , 119.20 , 75.41 
Other Income, 59.76 , 48.45 , 28.07 , 17.85 , 13.54 , 10.05 , 5.49 , 16.59 , 20.07 , 16.32 , 17.07 , -   , -   
Depreciation, 8.61 , 10.65 , 12.52 , 9.92 , 10.21 , 11.31 , 21.45 , 19.97 , 20.08 , 18.96 , 18.65 , 18.65 , 18.65 
Interest, 0.46 , 4.83 , 20.98 , 20.57 , 15.73 , 18.94 , 49.13 , 35.01 , 43.32 , 32.91 , 28.61 , 28.61 , 28.61 
Profit before tax, 436.37 , 293.80 , 227.98 , 148.24 , 136.89 , 108.00 , 155.90 , 79.29 , 77.49 , 60.93 , 48.44 , 71.94 , 28.15 
Tax, 70.53 , 56.63 , 60.51 , 38.98 , 37.18 , 19.67 , 30.88 , 21.85 , 17.25 , 18.06 , 10.60 ,22%,22%
Net profit, 365.84 , 237.17 , 167.47 , 109.26 , 99.71 , 88.33 , 125.03 , 57.44 , 60.24 , 42.87 , 37.84 , 56.20 , 21.99 
EPS, 12.40 , 8.04 , 5.68 , 3.70 , 3.38 , 2.99 , 4.24 , 1.95 , 2.04 , 1.45 , 1.28 , 1.90 , 0.75 
Price to earning, 5.81 , 16.80 , 16.01 , 15.69 , 18.55 , 19.76 , 9.70 , 17.82 , 27.46 , 33.97 , 27.53 , 27.53 , 19.01 
Price, 71.98 , 135.04 , 90.83 , 58.10 , 62.67 , 59.14 , 41.11 , 34.68 , 56.05 , 49.34 , 35.30 , 52.43 , 14.16 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,4.84%,7.47%,10.58%,10.80%,0.00%,8.02%,5.66%,12.33%,11.75%,16.52%,,,
OPM,93.28%,84.63%,60.02%,50.98%,28.69%,29.26%,51.34%,29.70%,28.14%,21.94%,17.74%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.68%,1.77%,-3.31%,0.71%,2.41%,2.41%,-3.31%
,,,,,,OPM,45.93%,33.48%,32.06%,26.48%,17.74%,26.48%,17.74%
,,,,,,Price to Earning, 19.01 , 21.31 , 22.71 , 26.70 , 27.53 , 27.53 , 19.01 
