INTENSE TECHNOLOGIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 18.64 , 18.64 , 19.14 , 19.14 , 3.83 , 3.86 , 3.86 , 4.34 , 4.42 , 4.42 
Reserves, 23.15 , 17.37 , 13.69 , 15.42 , 36.43 , 49.29 , 56.11 , 55.18 , 55.73 , 59.18 
Borrowings, -   , -   , -   , -   , -   , -   , -   , 4.05 , 2.39 , 3.89 
Other Liabilities, 3.52 , 4.06 , 4.54 , 3.78 , 3.65 , 5.85 , 13.86 , 6.83 , 14.63 , 12.54 
Total, 45.31 , 40.07 , 37.37 , 38.34 , 43.91 , 59.00 , 73.83 , 70.40 , 77.17 , 80.03 
,,,,,,,,,,
Net Block, 5.74 , 5.37 , 3.64 , 3.25 , 3.54 , 3.96 , 3.93 , 2.58 , 7.45 , 3.48 
Capital Work in Progress, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.52 
Investments, -   , -   , -   , -   , -   , 0.66 , 0.66 , 0.71 , 0.72 , 23.83 
Other Assets, 39.57 , 34.70 , 33.73 , 35.09 , 40.37 , 54.38 , 69.24 , 67.11 , 69.00 , 51.20 
Total, 45.31 , 40.07 , 37.37 , 38.34 , 43.91 , 59.00 , 73.83 , 70.40 , 77.17 , 80.03 
,,,,,,,,,,
Working Capital, 36.05 , 30.64 , 29.19 , 31.31 , 36.72 , 48.53 , 55.38 , 60.28 , 54.37 , 38.66 
Debtors, 16.03 , 8.38 , 10.06 , 17.52 , 7.67 , 16.23 , 28.81 , 27.52 , 18.85 , 27.71 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 336.07 , 306.48 , 251.84 , 309.38 , 86.30 , 137.19 , 224.50 , 239.16 , 124.69 , 194.06 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,2%,-19%,-10%,6%,14%,21%,11%,-2%,6%,7%
Return on Capital Emp,,-19%,-10%,6%,15%,27%,15%,0%,7%,8%
,,,,,,,,,,
