CAMLIN FINE SCIENCES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 100.50 , 123.46 , 164.76 , 252.06 , 313.53 , 374.39 , 430.70 , 412.18 , 324.65 , 402.89 , 548.12 , 548.12 , 390.83 
Expenses, 86.29 , 109.29 , 146.37 , 216.49 , 267.69 , 314.85 , 369.77 , 344.36 , 300.15 , 394.61 , 529.56 , 499.74 , 377.60 
Operating Profit, 14.21 , 14.17 , 18.39 , 35.57 , 45.84 , 59.54 , 60.93 , 67.82 , 24.50 , 8.28 , 18.56 , 48.38 , 13.23 
Other Income, 0.53 , 2.89 , 1.33 , 3.56 , 2.77 , 1.38 , 1.95 , (1.14), 12.79 , 9.11 , 25.07 , -   , -   
Depreciation, 4.01 , 4.43 , 5.46 , 6.49 , 8.56 , 9.32 , 9.96 , 10.15 , 11.59 , 9.06 , 9.09 , 9.09 , 9.09 
Interest, 5.53 , 6.04 , 8.00 , 16.20 , 17.52 , 22.40 , 21.15 , 21.83 , 25.59 , 26.41 , 20.35 , 20.35 , 20.35 
Profit before tax, 5.20 , 6.59 , 8.42 , 16.44 , 22.52 , 29.21 , 31.77 , 34.71 , 0.11 , (18.07), 14.19 , 18.94 , (16.21)
Tax, 1.82 , 2.30 , 1.76 , 6.30 , 7.77 , 10.24 , 5.95 , 8.96 , 0.89 , (3.89), 3.46 ,24%,24%
Net profit, 3.38 , 4.29 , 6.66 , 10.14 , 14.76 , 18.97 , 25.82 , 25.75 , (0.79), (14.18), 10.72 , 14.32 , (12.25)
EPS, 0.58 , 0.74 , 0.72 , 1.08 , 1.57 , 2.01 , 2.69 , 2.66 , (0.08), (1.17), 0.88 , 1.18 , (1.01)
Price to earning, 4.23 , 8.71 , 10.50 , 10.99 , 5.00 , 12.79 , 34.06 , 36.37 ," (1,235.36)", (91.80), 60.63 , 60.63 , 20.36 
Price, 2.47 , 6.42 , 7.51 , 11.90 , 7.87 , 25.71 , 91.71 , 96.89 , 94.10 , 107.38 , 53.60 , 71.61 , (20.58)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,25.74%,27.04%,27.93%,23.08%,19.11%,17.40%,16.73%,16.89%,0.00%,0.00%,,,
OPM,14.14%,11.48%,11.16%,14.11%,14.62%,15.90%,14.15%,16.45%,7.55%,2.06%,3.39%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,16.68%,13.63%,5.14%,-2.20%,36.05%,36.05%,-2.20%
,,,,,,OPM,12.05%,12.05%,11.37%,8.83%,3.39%,8.83%,3.39%
,,,,,,Price to Earning, 20.36 , 26.64 , 35.96 , 48.50 , 60.63 , 60.63 , 20.36 
