ARIES AGRO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 13.00 , 13.00 , 13.00 , 13.00 , 13.00 , 13.00 , 13.00 , 13.00 , 13.00 , 13.00 
Reserves, 84.85 , 93.44 , 104.51 , 112.40 , 119.18 , 127.38 , 122.13 , 112.68 , 122.10 , 133.19 
Borrowings, 70.49 , 83.03 , 103.20 , 123.88 , 148.15 , 131.64 , 114.50 , 113.70 , 111.67 , 149.08 
Other Liabilities, 31.19 , 40.27 , 79.49 , 60.23 , 56.97 , 50.86 , 55.01 , 60.07 , 71.88 , 90.21 
Total, 199.53 , 229.74 , 300.20 , 309.51 , 337.30 , 322.88 , 304.64 , 299.45 , 318.65 , 385.48 
,,,,,,,,,,
Net Block, 29.07 , 32.30 , 31.98 , 29.73 , 36.94 , 34.89 , 21.10 , 25.77 , 24.80 , 34.05 
Capital Work in Progress, 19.21 , 15.73 , 18.79 , 19.94 , 13.61 , 10.85 , 9.29 , 9.05 , 15.00 , 13.62 
Investments, 6.57 , 14.64 , 18.06 , 20.28 , 20.28 , 20.28 , 20.28 , 20.28 , 20.28 , 20.27 
Other Assets, 144.68 , 167.07 , 231.37 , 239.56 , 266.47 , 256.86 , 253.97 , 244.35 , 258.57 , 317.54 
Total, 199.53 , 229.74 , 300.20 , 309.51 , 337.30 , 322.88 , 304.64 , 299.45 , 318.65 , 385.48 
,,,,,,,,,,
Working Capital, 113.49 , 126.80 , 151.88 , 179.33 , 209.50 , 206.00 , 198.96 , 184.28 , 186.69 , 227.33 
Debtors, 49.35 , 65.02 , 48.87 , 68.56 , 82.44 , 95.05 , 97.67 , 80.89 , 80.13 , 94.86 
Inventory, 50.36 , 46.87 , 84.19 , 102.82 , 102.40 , 99.48 , 99.68 , 99.28 , 114.91 , 127.15 
,,,,,,,,,,
Debtor Days, 192.79 , 188.70 , 127.83 , 143.49 , 174.28 , 162.02 , 170.87 , 142.22 , 134.91 , 132.62 
Inventory Turnover, 1.86 , 2.68 , 1.66 , 1.70 , 1.69 , 2.15 , 2.09 , 2.09 , 1.89 , 2.05 
,,,,,,,,,,
Return on Equity,1%,10%,12%,8%,7%,8%,9%,5%,9%,10%
Return on Capital Emp,,15%,17%,16%,13%,15%,14%,13%,16%,17%
,,,,,,,,,,
