HERCULES HOISTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 91.76 , 82.38 , 116.47 , 118.24 , 123.66 , 104.21 , 97.48 , 91.14 , 73.06 , 75.47 , 102.16 , 102.16 , 65.86 
Expenses, 62.22 , 62.23 , 75.25 , 81.09 , 91.99 , 84.65 , 87.02 , 84.15 , 72.02 , 71.62 , 92.78 , 92.78 , 62.60 
Operating Profit, 29.54 , 20.15 , 41.22 , 37.15 , 31.67 , 19.56 , 10.46 , 6.99 , 1.04 , 3.85 , 9.38 , 9.38 , 3.26 
Other Income, 3.27 , 2.57 , 4.81 , 9.21 , 11.42 , 10.56 , 9.73 , 12.15 , 11.75 , 9.81 , 9.76 , -   , -   
Depreciation, 1.75 , 1.97 , 2.03 , 2.03 , 2.02 , 2.00 , 2.59 , 2.20 , 2.59 , 2.92 , 3.01 , 3.01 , 3.01 
Interest, 0.76 , 0.47 , 0.24 , 0.06 , 0.10 , -   , -   , 0.25 , 0.23 , 0.04 , -   , -   , -   
Profit before tax, 30.30 , 20.28 , 43.76 , 44.27 , 40.97 , 28.13 , 17.60 , 16.69 , 9.95 , 10.70 , 16.13 , 6.37 , 0.25 
Tax, 10.41 , 6.23 , 13.85 , 13.35 , 12.44 , 8.36 , 4.96 , 3.40 , 2.00 , 0.91 , 3.31 ,21%,21%
Net profit, 19.89 , 14.05 , 29.91 , 30.92 , 28.53 , 19.76 , 12.64 , 13.29 , 7.96 , 9.78 , 12.80 , 5.06 , 0.20 
EPS, 6.22 , 4.39 , 9.35 , 9.66 , 8.92 , 6.18 , 3.95 , 4.15 , 2.49 , 3.06 , 4.00 , 1.58 , 0.06 
Price to earning, 9.40 , 26.18 , 13.12 , 12.89 , 13.03 , 19.12 , 45.72 , 37.50 , 66.63 , 41.48 , 27.88 , 43.37 , 27.88 
Price, 58.44 , 114.95 , 122.59 , 124.59 , 116.20 , 118.04 , 180.60 , 155.74 , 165.73 , 126.78 , 111.50 , 68.62 , 1.76 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.09%,22.78%,16.05%,18.11%,19.63%,24.29%,37.97%,36.12%,40.20%,40.90%,,,
OPM,32.19%,24.46%,35.39%,31.42%,25.61%,18.77%,10.73%,7.67%,1.42%,5.10%,9.18%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-2.15%,-6.01%,-9.40%,-8.18%,35.37%,35.37%,-9.40%
,,,,,,OPM,20.70%,16.20%,9.49%,4.96%,9.18%,9.18%,4.96%
,,,,,,Price to Earning, 28.45 , 33.03 , 39.72 , 43.37 , 27.88 , 43.37 , 27.88 
