GOKALDAS EXPORTS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,092.13 "," 1,068.74 "," 1,142.62 "," 1,002.06 ", 969.57 ," 1,111.86 "," 1,070.12 "," 1,122.70 ", 914.61 ," 1,025.77 "," 1,171.33 "," 1,171.33 "," 1,007.86 "
Expenses," 1,101.85 "," 1,095.33 "," 1,173.65 "," 1,067.18 "," 1,016.25 "," 1,069.16 "," 1,048.74 "," 1,085.37 ", 945.87 ," 1,047.99 "," 1,109.16 "," 1,109.16 ", 998.14 
Operating Profit, (9.72), (26.59), (31.03), (65.12), (46.68), 42.70 , 21.38 , 37.33 , (31.26), (22.22), 62.17 , 62.17 , 9.72 
Other Income, 82.53 , 91.94 , 10.12 , 4.21 , 3.32 , 15.29 , 89.73 , 73.68 , 39.29 , 46.87 , 14.68 , -   , -   
Depreciation, 34.27 , 35.25 , 35.14 , 33.02 , 30.97 , 24.85 , 29.92 , 20.46 , 17.46 , 15.99 , 18.99 , 18.99 , 18.99 
Interest, 35.10 , 34.63 , 36.34 , 39.42 , 37.53 , 39.96 , 46.83 , 39.46 , 36.36 , 37.42 , 32.90 , 32.90 , 32.90 
Profit before tax, 3.44 , (4.53), (92.39), (133.35), (111.87), (6.81), 34.35 , 51.08 , (45.79), (28.75), 24.96 , 10.28 , (42.17)
Tax, 0.08 , (2.60), (4.31), (0.59), 0.01 , 0.40 , -   , (9.59), 0.42 , -   , (0.63),-3%,-3%
Net profit, 3.36 , (1.93), (88.08), (132.76), (111.88), (7.21), 34.36 , 60.67 , (46.21), (28.75), 25.59 , 10.54 , (43.24)
EPS, 0.98 , (0.56), (25.62), (38.62), (32.55), (2.10), 9.93 , 17.44 , (13.23), (8.23), 5.98 , 2.46 , (10.10)
Price to earning, 73.41 , (282.16), (3.97), (2.01), (1.00), (27.12), 5.50 , 4.05 , (5.92), (11.37), 18.86 , 18.86 , 9.47 
Price, 71.75 , 158.42 , 101.73 , 77.56 , 32.42 , 56.87 , 54.64 , 70.64 , 78.28 , 93.53 , 112.75 , 46.44 , (95.66)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,0.00%,0.00%,0.00%,3.84%,2.00%,3.33%,0.00%,0.00%,5.31%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-0.69%,-1.53%,1.13%,-1.40%,14.19%,14.19%,-1.53%
,,,,,,OPM,0.96%,1.41%,1.93%,1.22%,5.31%,5.31%,0.96%
,,,,,,Price to Earning, 25.46 , 9.47 , 9.47 , 11.46 , 18.86 , 18.86 , 9.47 
