CHOLAMANDALAM FINANCIAL HOLDINGS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,042.31 "," 2,322.00 "," 2,950.53 "," 3,486.68 "," 3,575.28 "," 3,538.91 "," 3,836.24 "," 4,768.80 ", 40.07 , 64.62 , 73.50 , 104.21 , 9.96 
Expenses," 1,947.84 "," 2,071.92 "," 2,603.86 "," 3,087.44 "," 3,241.99 "," 3,196.38 "," 3,510.37 "," 3,600.55 ", 3.78 , 3.23 , 2.61 , 3.70 , 8.70 
Operating Profit, 94.47 , 250.08 , 346.67 , 399.24 , 333.29 , 342.53 , 325.87 ," 1,168.25 ", 36.29 , 61.39 , 70.89 , 100.51 , 1.26 
Other Income, 75.86 , (25.01), 31.39 , 0.55 , 0.36 , 8.12 , 66.27 , 3.08 , -   , 0.02 , 0.02 , -   , -   
Depreciation, 59.12 , 66.81 , 69.10 , 76.08 , 79.77 , 84.24 , 97.01 , 110.60 , -   , -   , -   , -   , -   
Interest, 28.19 , 28.76 , 67.66 , 78.61 , 106.67 , 125.19 , 139.98 , 136.95 , -   , -   , -   , -   , -   
Profit before tax, 83.02 , 129.50 , 241.30 , 245.10 , 147.21 , 141.22 , 155.15 , 923.78 , 36.29 , 61.41 , 70.91 , 100.51 , 1.26 
Tax, 10.84 , 48.29 , 71.64 , 65.01 , 43.25 , 47.15 , 34.29 , 193.89 , -   , 2.05 , 4.38 ,6%,6%
Net profit, 72.18 , 81.21 , 169.66 , 180.09 , 103.96 , 94.07 , 120.86 , 729.89 , 36.29 , 59.36 , 66.53 , 94.30 , 1.18 
EPS, 1.95 , 2.20 , 4.57 , 4.83 , 2.78 , 2.52 , 3.23 , 19.48 , 1.94 , 3.17 , 3.54 , 5.02 , 0.06 
Price to earning, 10.80 , 27.86 , 21.91 , 20.30 , 40.42 , 53.05 , 80.45 , 14.63 , 242.90 , 213.07 , 143.42 , 153.51 , 78.98 
Price, 21.09 , 61.22 , 100.10 , 98.09 , 112.56 , 133.52 , 259.79 , 285.03 , 470.26 , 674.75 , 508.35 , 771.24 , 4.96 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,25.60%,34.12%,32.83%,31.03%,35.91%,39.74%,30.97%,12.83%,64.59%,39.49%,,,
OPM,4.63%,10.77%,11.75%,11.45%,9.32%,9.68%,8.49%,24.50%,90.57%,95.00%,96.45%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-31.87%,-42.07%,-55.19%,-74.37%,61.27%,61.27%,-74.37%
,,,,,,OPM,12.61%,13.81%,15.79%,25.98%,96.45%,96.45%,12.61%
,,,,,,Price to Earning, 78.98 , 101.03 , 124.59 , 153.51 , 143.42 , 153.51 , 78.98 
