ANG INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-08,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17
Equity Share Capital, 13.29 , 12.54 , 12.54 , 12.54 , 13.59 , 15.32 , 15.59 , 16.09 , 16.09 , 16.09 
Reserves, 76.81 , 72.10 , 79.72 , 80.20 , 87.01 , 76.67 , 73.43 , 67.95 , 59.88 , (45.70)
Borrowings, 149.05 , 152.15 , 122.37 , 135.16 , 145.69 , 137.42 , 153.96 , 146.54 , 140.61 , 129.34 
Other Liabilities, 32.61 , 30.92 , 33.04 , 42.72 , 55.13 , 52.37 , 67.39 , 67.13 , 66.27 , 64.85 
Total, 271.76 , 267.71 , 247.67 , 270.62 , 301.42 , 281.78 , 310.37 , 297.71 , 282.85 , 164.58 
,,,,,,,,,,
Net Block, 69.44 , 75.99 , 100.61 , 106.81 , 93.81 , 101.43 , 98.97 , 92.67 , 92.24 , 81.47 
Capital Work in Progress, 18.85 , 25.23 , 18.04 , 16.15 , 19.66 , 9.41 , 12.29 , 13.72 , 16.61 , 16.61 
Investments, -   , 0.01 , 0.13 , 0.13 , 0.13 , 1.62 , 1.62 , 1.59 , 1.59 , 0.69 
Other Assets, 183.47 , 166.48 , 128.89 , 147.53 , 187.82 , 169.32 , 197.49 , 189.73 , 172.41 , 65.81 
Total, 271.76 , 267.71 , 247.67 , 270.62 , 301.42 , 281.78 , 310.37 , 297.71 , 282.85 , 164.58 
,,,,,,,,,,
Working Capital, 150.86 , 135.56 , 95.85 , 104.81 , 132.69 , 116.95 , 130.10 , 122.60 , 106.14 , 0.96 
Debtors, 44.30 , 32.25 , 24.62 , 32.91 , 58.87 , 42.49 , 56.33 , 53.38 , 47.50 , 22.00 
Inventory, 62.06 , 72.82 , 73.11 , 81.58 , 88.65 , 87.63 , 94.99 , 94.67 , 89.01 , 20.55 
,,,,,,,,,,
Debtor Days, 112.99 , 102.04 , 84.50 , 77.31 , 124.46 , 109.03 , 130.73 , 147.58 , 109.86 , 93.34 
Inventory Turnover, 2.31 , 1.58 , 1.45 , 1.90 , 1.95 , 1.62 , 1.66 , 1.39 , 1.77 , 4.19 
,,,,,,,,,,
Return on Equity,19%,-1%,-7%,2%,3%,-14%,-4%,-7%,-11%,
Return on Capital Emp,,7%,4%,8%,11%,4%,7%,5%,4%,-63%
,,,,,,,,,,
