KIRLOSKAR INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 2,095.10 ", 4.66 , 4.19 , 13.76 , 13.06 , 6.80 , 3.39 , 4.75 , 3.53 , 2.48 , 46.03 , 46.03 , (21.78)
Expenses," 1,902.25 ", 5.71 , 5.63 , 6.20 , 5.72 , 6.65 , 7.26 , 7.44 , 9.49 , 19.98 , 17.19 , 17.19 , (21.78)
Operating Profit, 192.85 , (1.05), (1.44), 7.56 , 7.34 , 0.15 , (3.87), (2.69), (5.96), (17.50), 28.84 , 28.84 , -   
Other Income, 104.67 , 46.08 , 64.70 , 64.82 , 38.74 , 56.98 , 59.09 , 71.95 , 44.44 , 77.92 , 31.89 , -   , -   
Depreciation, 80.41 , 3.05 , 3.05 , 3.17 , 3.12 , 3.07 , 0.92 , 0.89 , 1.00 , 1.58 , 2.56 , 2.56 , 2.56 
Interest, 37.59 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.37 , 1.37 , 1.37 
Profit before tax, 180.14 , 41.98 , 60.21 , 69.21 , 42.96 , 54.07 , 54.29 , 68.37 , 37.47 , 58.84 , 56.80 , 24.91 , (3.93)
Tax, 64.24 , 3.29 , 4.87 , 1.76 , 6.85 , 7.40 , 9.16 , 8.13 , 8.64 , 5.86 , 7.29 ,13%,13%
Net profit, 115.90 , 38.69 , 55.34 , 67.45 , 36.11 , 46.67 , 45.13 , 60.25 , 28.82 , 52.98 , 49.51 , 21.71 , (3.43)
EPS, 29.66 , 39.85 , 57.00 , 69.47 , 37.19 , 48.07 , 46.48 , 62.06 , 29.68 , 54.57 , 50.99 , 22.36 , (3.53)
Price to earning, 5.39 , 12.18 , 5.99 , 4.56 , 9.65 , 7.08 , 11.55 , 9.88 , 43.23 , 23.20 , 15.93 , 23.06 , 13.51 
Price, 159.77 , 485.24 , 341.65 , 316.89 , 358.99 , 340.30 , 537.10 , 613.01 ," 1,283.27 "," 1,265.76 ", 812.00 , 515.59 , (47.67)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,16.75%,18.82%,4.39%,5.75%,10.74%,8.31%,43.03%,32.23%,67.38%,38.49%,,,
OPM,9.20%,0.00%,0.00%,54.94%,56.20%,2.21%,0.00%,0.00%,0.00%,0.00%,62.65%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-52.71%,-7.22%,-28.27%,-9.89%,1756.05%,1756.05%,-52.71%
,,,,,,OPM,9.66%,31.51%,0.72%,0.00%,62.65%,62.65%,0.00%
,,,,,,Price to Earning, 13.51 , 15.63 , 18.48 , 23.06 , 15.93 , 23.06 , 13.51 
