KHAITAN ELECTRICALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 283.34 , 354.20 , 441.83 , 419.16 , 481.25 , 485.42 , 404.59 , 265.51 , 65.62 , 36.62 , 8.68 , 20.44 , 31.84 
Expenses, 274.00 , 332.68 , 413.96 , 408.14 , 450.43 , 471.05 , 419.69 , 324.70 , 310.69 , 72.33 , 38.76 , 20.44 , 31.84 
Operating Profit, 9.34 , 21.52 , 27.87 , 11.02 , 30.82 , 14.37 , (15.10), (59.19), (245.07), (35.71), (30.08), -   , -   
Other Income, 3.79 , 1.00 , 8.78 , 10.96 , 18.14 , 11.60 , 11.55 , 8.15 , 2.48 , 4.97 , 6.65 , -   , -   
Depreciation, 1.74 , 1.65 , 1.77 , 1.83 , 1.87 , 1.88 , 2.96 , 2.19 , 1.98 , 1.69 , 1.27 , 1.27 , 1.27 
Interest, 17.84 , 15.53 , 26.09 , 36.67 , 38.02 , 41.30 , 41.73 , 41.37 , 54.16 , 13.38 , 2.49 , 2.49 , 2.49 
Profit before tax, (6.17), 5.62 , 8.79 , (16.52), 9.07 , (17.21), (48.26), (94.61), (298.71), (45.80), (27.19), (3.76), (3.76)
Tax, (1.39), 2.03 , 3.28 , (0.29), 0.94 , (0.59), 0.65 , -   , 0.07 , -   , -   ,0%,0%
Net profit, (4.78), 3.59 , 5.51 , (16.23), 8.12 , (16.62), (48.92), (94.61), (298.78), (45.80), (27.19), (3.76), (3.76)
EPS, (4.12), 3.10 , 4.75 , (14.00), 7.00 , (14.33), (42.19), (81.59), (257.67), (39.50), (23.59), (3.26), (3.26)
Price to earning, (12.39), 28.43 , 24.91 , (5.37), 11.18 , (2.89), (0.86), (0.47), (0.13), (0.30), -   , -   , -   
Price, 51.06 , 88.02 , 118.39 , 75.21 , 78.30 , 41.46 , 36.42 , 38.67 , 32.32 , 12.05 , 2.95 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,31.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,3.30%,6.08%,6.31%,2.63%,6.40%,2.96%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-20.33%,-29.94%,-40.26%,-55.10%,-44.19%,-44.19%,-55.10%
,,,,,,OPM,3.55%,2.60%,1.14%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 21.51 , 11.18 ,  ,  , -   , -   , -   
