GANDHI SPECIAL TUBES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 20.24 , 21.01 , 27.89 , 27.13 , 26.75 , 13.62 , 14.71 , 28.51 , 20.78 , 31.87 
Cash from Investing Activity, (15.50), (10.74), (19.71), (14.95), (17.85), (4.34), (1.10), (14.38), (4.61), 13.42 
Cash from Financing Activity, (4.58), (8.89), (8.57), (10.25), (10.25), (10.31), (13.28), (13.27), (15.92), (44.00)
Net Cash Flow, 0.16 , 1.38 , (0.39), 1.93 , (1.35), (1.03), 0.34 , 0.86 , 0.25 , 1.29 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
