ALPA LABORATORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 21.04 , 21.04 , 21.04 , 21.04 , 21.04 , 21.04 , 21.04 , 21.04 , 21.04 , 21.04 
Reserves, 74.56 , 75.36 , 76.26 , 76.79 , 72.42 , 67.27 , 65.52 , 73.26 , 77.42 , 82.17 
Borrowings, 14.94 , 8.08 , 9.40 , 11.85 , 16.74 , 22.99 , 28.57 , 24.23 , 10.72 , 5.98 
Other Liabilities, 48.14 , 35.86 , 23.05 , 20.56 , 14.36 , 15.41 , 13.18 , 26.51 , 19.90 , 17.35 
Total, 158.68 , 140.34 , 129.75 , 130.24 , 124.56 , 126.71 , 128.31 , 145.04 , 129.08 , 126.54 
,,,,,,,,,,
Net Block, 9.84 , 11.63 , 11.36 , 9.21 , 79.99 , 73.11 , 4.80 , 4.53 , 5.18 , 6.03 
Capital Work in Progress, 43.72 , 48.10 , 60.36 , 59.05 , -   , -   , 0.07 , -   , -   , -   
Investments, 23.67 , 9.00 , -   , -   , -   , -   , 10.11 , 22.13 , 23.49 , 41.41 
Other Assets, 81.45 , 71.61 , 58.03 , 61.98 , 44.57 , 53.60 , 113.33 , 118.38 , 100.41 , 79.10 
Total, 158.68 , 140.34 , 129.75 , 130.24 , 124.56 , 126.71 , 128.31 , 145.04 , 129.08 , 126.54 
,,,,,,,,,,
Working Capital, 33.31 , 35.75 , 34.98 , 41.42 , 30.21 , 38.19 , 100.15 , 91.87 , 80.51 , 61.75 
Debtors, 47.27 , 38.72 , 22.88 , 21.41 , 19.47 , 20.08 , 24.48 , 34.26 , 29.16 , 25.44 
Inventory, 22.66 , 17.08 , 16.27 , 15.54 , 13.30 , 13.00 , 7.52 , 15.00 , 13.04 , 13.72 
,,,,,,,,,,
Debtor Days, 142.54 , 151.61 , 101.07 , 141.75 , 126.65 , 129.97 , 156.07 , 234.31 , 168.97 , 150.86 
Inventory Turnover, 5.34 , 5.46 , 5.08 , 3.55 , 4.22 , 4.34 , 7.61 , 3.56 , 4.83 , 4.49 
,,,,,,,,,,
Return on Equity,0%,1%,1%,1%,-5%,-6%,-2%,8%,6%,5%
Return on Capital Emp,,2%,1%,2%,-1%,-3%,-1%,10%,9%,7%
,,,,,,,,,,
