JINDAL POLY FILMS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,420.89 "," 1,590.99 "," 2,746.23 "," 2,364.39 "," 2,231.79 "," 2,630.73 "," 2,774.99 "," 2,644.18 "," 2,582.67 "," 2,950.52 "," 3,523.24 "," 3,523.24 "," 2,986.82 "
Expenses," 1,120.30 "," 1,273.64 "," 1,790.43 "," 2,014.93 "," 2,087.97 "," 2,339.88 "," 2,484.90 "," 2,265.86 "," 2,361.00 "," 2,648.60 "," 3,142.10 "," 3,134.65 "," 2,663.71 "
Operating Profit, 300.59 , 317.35 , 955.80 , 349.46 , 143.82 , 290.85 , 290.09 , 378.32 , 221.67 , 301.92 , 381.14 , 388.59 , 323.11 
Other Income, (23.71), 92.68 , 17.09 , (55.37), 2.28 , 0.91 , 32.59 , 9.39 , 77.56 , (109.56), (193.19), -   , -   
Depreciation, 68.82 , 80.44 , 84.23 , 88.09 , 88.92 , 94.39 , 57.69 , 56.50 , 98.29 , 102.05 , 105.41 , 105.41 , 105.41 
Interest, 19.65 , 28.09 , 23.66 , 29.44 , 40.05 , 57.84 , 32.52 , 39.10 , 62.90 , 65.98 , 43.39 , 43.39 , 43.39 
Profit before tax, 188.41 , 301.50 , 865.00 , 176.56 , 17.13 , 139.52 , 232.47 , 292.09 , 147.42 , 24.32 , 39.15 , 239.79 , 174.31 
Tax, 61.92 , 93.12 , 272.34 , 39.48 , 8.67 , 56.23 , 79.01 , 97.03 , 52.66 , 9.79 , 21.97 ,56%,56%
Net profit, 126.49 , 208.38 , 592.66 , 137.08 , 8.46 , 83.29 , 153.46 , 195.06 , 94.75 , 14.53 , 17.18 , 105.23 , 76.49 
EPS, 25.90 , 45.26 , 128.72 , 31.86 , 2.01 , 19.81 , 35.05 , 44.55 , 21.64 , 3.32 , 3.92 , 24.03 , 17.47 
Price to earning, 5.35 , 4.16 , 3.35 , 6.17 , 75.94 , 7.48 , 6.32 , 10.74 , 19.68 , 97.91 , 67.49 , 67.49 , 27.69 
Price, 138.46 , 188.30 , 431.29 , 196.68 , 152.80 , 148.23 , 221.35 , 478.38 , 425.92 , 324.92 , 264.80 ," 1,621.88 ", 483.74 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,4.08%,11.05%,1.94%,7.85%,49.76%,5.05%,2.85%,2.25%,4.62%,30.14%,,,
OPM,21.16%,19.95%,34.80%,14.78%,6.44%,11.06%,10.45%,14.31%,8.58%,10.23%,10.82%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,8.46%,1.03%,5.74%,2.07%,19.41%,19.41%,1.03%
,,,,,,OPM,14.83%,10.87%,10.92%,11.03%,10.82%,11.03%,10.82%
,,,,,,Price to Earning, 27.69 , 36.47 , 34.94 , 48.96 , 67.49 , 67.49 , 27.69 
