COMPUCOM SOFTWARE LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 48.18 , 59.43 , 71.03 , 69.95 , 71.28 , 70.50 , 52.51 , 55.76 , 51.88 , 45.70 , 64.59 , 64.59 , 40.21 
Expenses, 27.45 , 28.09 , 31.36 , 29.57 , 37.61 , 39.68 , 25.75 , 28.68 , 35.05 , 32.16 , 52.70 , 40.39 , 32.80 
Operating Profit, 20.73 , 31.34 , 39.67 , 40.38 , 33.67 , 30.82 , 26.76 , 27.08 , 16.83 , 13.54 , 11.89 , 24.20 , 7.40 
Other Income, 3.79 , 1.33 , 1.82 , 1.83 , 2.16 , 3.36 , 0.37 , 1.07 , 2.26 , 3.78 , 5.48 , -   , -   
Depreciation, 9.97 , 16.46 , 21.26 , 24.63 , 18.43 , 15.02 , 14.28 , 14.56 , 14.69 , 12.02 , 9.05 , 9.05 , 9.05 
Interest, 2.29 , 5.03 , 4.88 , 5.29 , 4.44 , 3.38 , 4.96 , 3.43 , 2.31 , 1.03 , 1.99 , 1.99 , 1.99 
Profit before tax, 12.26 , 11.18 , 15.35 , 12.29 , 12.95 , 15.78 , 7.88 , 10.15 , 2.09 , 4.27 , 6.33 , 13.16 , (3.64)
Tax, 3.74 , 1.91 , 3.32 , 1.20 , 4.26 , 5.54 , 2.31 , 3.18 , 0.35 , 1.31 , 0.91 ,14%,14%
Net profit, 8.52 , 9.27 , 12.03 , 11.09 , 8.69 , 10.24 , 5.59 , 6.97 , 1.74 , 2.96 , 5.44 , 11.27 , (3.12)
EPS, 1.70 , 1.84 , 1.52 , 1.40 , 1.10 , 1.29 , 0.71 , 0.88 , 0.22 , 0.37 , 0.69 , 1.42 , (0.39)
Price to earning, 3.37 , 6.42 , 12.41 , 8.38 , 9.00 , 8.30 , 14.45 , 11.01 , 66.98 , 37.28 , 13.82 , 32.27 , 13.82 
Price, 5.71 , 11.84 , 18.86 , 11.75 , 9.88 , 10.74 , 10.21 , 9.70 , 14.73 , 13.95 , 9.50 , 45.95 , (5.44)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,11.74%,10.79%,19.70%,21.37%,36.48%,30.96%,14.13%,11.33%,45.40%,26.69%,,,
OPM,43.03%,52.73%,55.85%,57.73%,47.24%,43.72%,50.96%,48.57%,32.44%,29.63%,18.41%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-0.59%,-6.11%,-8.51%,-4.52%,41.33%,41.33%,-8.51%
,,,,,,OPM,47.10%,45.28%,41.62%,37.47%,18.41%,37.47%,18.41%
,,,,,,Price to Earning, 17.40 , 21.15 , 25.31 , 32.27 , 13.82 , 32.27 , 13.82 
