GEOJIT FINANCIAL SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 22.34 , 22.53 , 22.84 , 22.84 , 22.84 , 22.84 , 23.14 , 23.49 , 23.55 , 23.79 
Reserves, 252.24 , 294.62 , 333.67 , 355.56 , 372.59 , 292.53 , 316.85 , 331.84 , 371.57 , 411.80 
Borrowings, -   , -   , -   , -   , -   , 15.00 , 25.00 , -   , -   , -   
Other Liabilities, 206.75 , 288.25 , 187.56 , 144.69 , 133.96 , 232.18 , 201.46 , 162.76 , 241.29 , 232.26 
Total, 481.33 , 605.40 , 544.07 , 523.09 , 529.39 , 562.55 , 566.45 , 518.09 , 636.41 , 667.85 
,,,,,,,,,,
Net Block, 45.25 , 40.10 , 35.05 , 29.72 , 54.07 , 50.93 , 56.40 , 58.00 , 55.06 , 55.30 
Capital Work in Progress, 0.36 , 2.82 , 8.20 , 16.95 , 2.60 , -   , -   , -   , -   , -   
Investments, 150.44 , 125.29 , 120.20 , 108.57 , 141.08 , 38.27 , 38.27 , 38.27 , 100.48 , 114.70 
Other Assets, 285.28 , 437.19 , 380.62 , 367.85 , 331.64 , 473.35 , 471.78 , 421.82 , 480.87 , 497.85 
Total, 481.33 , 605.40 , 544.07 , 523.09 , 529.39 , 562.55 , 566.45 , 518.09 , 636.41 , 667.85 
,,,,,,,,,,
Working Capital, 78.53 , 148.94 , 193.06 , 223.16 , 197.68 , 241.17 , 270.32 , 259.06 , 239.58 , 265.59 
Debtors, 41.37 , 109.14 , 79.98 , 72.85 , 65.68 , 103.61 , 114.41 , 96.25 , 133.75 , 124.44 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, 95.52 , 139.92 , 109.67 , 115.50 , 106.47 , 201.59 , 146.56 , 150.47 , 185.24 , 138.07 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,5%,18%,14%,10%,11%,-25%,20%,10%,10%,15%
Return on Capital Emp,,28%,19%,14%,15%,-17%,29%,15%,17%,25%
,,,,,,,,,,
