RAJDARSHAN INDUSTRIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 1.91 , 2.15 , 1.25 , 1.82 , 2.29 , 2.27 , 1.81 , 1.27 , 1.22 , 1.67 , 1.62 , 2.29 , 1.57 
Expenses, 1.10 , 1.35 , 1.15 , 1.41 , 1.40 , 1.47 , 1.28 , 1.25 , 1.30 , 1.36 , 1.24 , 1.75 , 1.45 
Operating Profit, 0.81 , 0.80 , 0.10 , 0.41 , 0.89 , 0.80 , 0.53 , 0.02 , (0.08), 0.31 , 0.38 , 0.54 , 0.12 
Other Income, (0.30), 0.02 , 0.28 , 0.18 , 0.33 , 0.27 , 0.41 , 0.46 , 0.61 , 0.63 , 0.33 , -   , -   
Depreciation, 0.40 , 0.46 , 0.49 , 0.50 , 0.49 , 0.33 , 0.30 , 0.26 , 0.22 , 0.12 , 0.05 , 0.05 , 0.05 
Interest, 0.07 , 0.10 , 0.05 , 0.05 , 0.06 , 0.06 , 0.04 , 0.01 , 0.05 , 0.01 , -   , -   , -   
Profit before tax, 0.04 , 0.26 , (0.15), 0.04 , 0.67 , 0.69 , 0.60 , 0.21 , 0.26 , 0.83 , 0.66 , 0.49 , 0.07 
Tax, 0.03 , 0.08 , (0.03), (0.05), 0.21 , 0.20 , 0.17 , 0.03 , 0.04 , 0.12 , 0.10 ,15%,15%
Net profit, 0.01 , 0.18 , (0.12), 0.09 , 0.47 , 0.49 , 0.43 , 0.18 , 0.22 , 0.70 , 0.56 , 0.41 , 0.06 
EPS, 0.03 , 0.58 , (0.39), 0.29 , 1.51 , 1.58 , 1.38 , 0.58 , 0.71 , 2.25 , 1.80 , 1.33 , 0.20 
Price to earning,  , 11.90 , (27.19), 50.30 , 4.48 , 3.82 , 6.49 , 21.56 , 26.94 , 7.20 , 6.66 , 15.59 , 6.66 
Price, -   , 6.89 , 10.50 , 14.56 , 6.78 , 6.02 , 8.98 , 12.48 , 19.07 , 16.22 , 12.00 , 20.69 , 1.36 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,42.41%,37.21%,8.00%,22.53%,38.86%,35.24%,29.28%,1.57%,0.00%,18.56%,23.46%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-1.48%,4.23%,-6.12%,-2.65%,36.89%,36.89%,-6.12%
,,,,,,OPM,26.44%,23.97%,20.15%,7.93%,23.46%,23.46%,7.93%
,,,,,,Price to Earning, 15.48 , 15.93 , 12.11 , 15.59 , 6.66 , 15.59 , 6.66 
