ALMONDZ GLOBAL SECURITIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 69.08 , 78.46 , 78.37 , 60.41 , 44.38 , 40.87 , 50.98 , 36.88 , 30.58 , 36.56 , 33.68 , 43.71 , 33.03 
Expenses, 55.64 , 58.00 , 62.78 , 58.04 , 42.80 , 39.33 , 41.16 , 34.22 , 27.25 , 34.07 , 33.08 , 40.15 , 32.44 
Operating Profit, 13.44 , 20.46 , 15.59 , 2.37 , 1.58 , 1.54 , 9.82 , 2.66 , 3.33 , 2.49 , 0.60 , 3.56 , 0.59 
Other Income, 1.20 , 0.10 , 0.69 , 0.27 , 4.08 , 11.73 , 2.56 , 2.86 , 3.17 , 3.41 , 3.36 , -   , -   
Depreciation, 1.97 , 1.90 , 2.72 , 3.09 , 2.32 , 2.29 , 2.17 , 1.68 , 1.21 , 0.74 , 0.79 , 0.79 , 0.79 
Interest, 2.53 , 1.73 , 4.32 , 3.49 , 3.31 , 3.11 , 4.19 , 3.69 , 3.92 , 2.96 , 1.06 , 1.06 , 1.06 
Profit before tax, 10.14 , 16.93 , 9.24 , (3.94), 0.02 , 7.87 , 6.02 , 0.16 , 1.37 , 2.20 , 2.11 , 1.71 , (1.26)
Tax, 4.13 , 6.15 , 2.68 , (0.25), -   , 2.03 , 1.17 , (0.54), (0.14), (0.12), (0.18),-9%,-9%
Net profit, 6.01 , 10.78 , 6.56 , (3.69), 0.02 , 5.84 , 4.85 , 0.69 , 1.51 , 2.32 , 2.29 , 1.86 , (1.37)
EPS, 2.37 , 4.26 , 2.53 , (1.43), 0.01 , 2.26 , 1.87 , 0.27 , 0.58 , 0.90 , 0.88 , 0.72 , (0.53)
Price to earning, 7.58 , 12.71 , 13.61 , (8.38), 929.27 , 2.97 , 5.77 , 40.70 , 31.59 , 29.65 , 21.98 , 30.98 , 21.98 
Price, 17.99 , 54.12 , 34.50 , 11.94 , 7.18 , 6.71 , 10.80 , 10.85 , 18.43 , 26.57 , 19.45 , 22.26 , (11.63)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,12.65%,9.83%,16.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,19.46%,26.08%,19.89%,3.92%,3.56%,3.77%,19.26%,7.21%,10.89%,6.81%,1.78%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,-6.83%,-10.32%,-3.80%,-10.49%,19.56%,19.56%,-10.49%
,,,,,,OPM,13.92%,7.91%,10.13%,8.15%,1.78%,8.15%,1.78%
,,,,,,Price to Earning, 109.58 , 151.71 , 22.11 , 30.98 , 21.98 , 30.98 , 21.98 
