ARVIND SMARTSPACES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 0.05 , 0.05 , 0.05 , 0.05 , 1.05 , 10.05 , 10.05 , 25.82 , 28.41 , 31.87 
Reserves, -   , 0.02 , 0.09 , 2.79 , 15.03 , 105.31 , 116.30 , 117.75 , 166.70 , 263.14 
Borrowings, -   , 7.00 , 24.96 , 33.07 , 1.14 , 0.58 , 27.55 , 90.55 , 93.43 , 160.73 
Other Liabilities, -   , 21.51 , 0.47 , 5.95 , 148.62 , 122.48 , 51.04 , 22.05 , 43.04 , 38.57 
Total, 0.05 , 28.58 , 25.57 , 41.86 , 165.84 , 238.42 , 204.94 , 256.17 , 331.58 , 494.31 
,,,,,,,,,,
Net Block, -   , -   , 0.65 , 0.79 , 1.40 , 1.34 , 2.04 , 7.74 , 8.08 , 8.18 
Capital Work in Progress, -   , -   , -   , -   , -   , 0.01 , 0.02 , 0.02 , 0.02 , 0.02 
Investments, -   , -   , 16.66 , 19.45 , 26.01 , 0.08 , 0.09 , 61.37 , 94.06 , 168.42 
Other Assets, 0.05 , 28.58 , 8.26 , 21.62 , 138.43 , 236.99 , 202.79 , 187.04 , 229.42 , 317.69 
Total, 0.05 , 28.58 , 25.57 , 41.86 , 165.84 , 238.42 , 204.94 , 256.17 , 331.58 , 494.31 
,,,,,,,,,,
Working Capital, 0.05 , 7.07 , 7.79 , 15.67 , (10.19), 114.51 , 151.75 , 164.99 , 186.38 , 279.12 
Debtors, -   , -   , 0.62 , 0.18 , 2.69 , 0.25 , 1.63 , 33.98 , 27.96 , 56.35 
Inventory, -   , 27.09 , 2.77 , 9.63 , 51.96 , 41.66 , 79.29 , 59.30 , 139.83 , 166.57 
,,,,,,,,,,
Debtor Days, -   , -   , 7.59 , 9.39 , 37.81 , 2.09 , 9.71 , 111.90 , 113.37 , 160.61 
Inventory Turnover, -   , -   , 10.76 , 0.73 , 0.50 , 1.05 , 0.77 , 1.87 , 0.64 , 0.77 
,,,,,,,,,,
Return on Equity,0%,29%,50%,95%,20%,8%,9%,12%,11%,10%
Return on Capital Emp,,1%,1%,19%,47%,24%,17%,18%,12%,13%
,,,,,,,,,,
