8K MILES SOFTWARE SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 1.56 , 1.56 , 5.55 , 5.55 , 10.04 , 10.04 , 10.34 , 10.89 , 15.26 , 15.26 
Reserves, 4.88 , 4.92 , 13.64 , 13.69 , 11.94 , 12.03 , 24.40 , 46.99 , 61.63 , 62.94 
Borrowings, 1.31 , -   , 1.22 , 1.89 , 1.25 , 2.62 , 0.07 , 2.73 , 32.38 , 72.55 
Other Liabilities, 0.16 , 0.15 , 8.79 , 12.15 , 9.50 , 10.22 , 13.06 , 14.17 , 7.53 , 15.30 
Total, 7.91 , 6.63 , 29.20 , 33.28 , 32.73 , 34.91 , 47.87 , 74.78 , 116.80 , 166.05 
,,,,,,,,,,
Net Block, 0.11 , 0.09 , 0.02 , 0.03 , 0.28 , 9.11 , 10.85 , 7.03 , 3.87 , 0.83 
Capital Work in Progress, -   , -   , 8.94 , 9.77 , 10.49 , 1.84 , 0.90 , 0.43 , 0.90 , 0.11 
Investments, 0.71 , -   , 12.57 , 12.57 , 12.57 , 12.57 , 18.91 , 47.19 , 89.19 , 93.52 
Other Assets, 7.09 , 6.54 , 7.67 , 10.91 , 9.39 , 11.39 , 17.21 , 20.13 , 22.84 , 71.59 
Total, 7.91 , 6.63 , 29.20 , 33.28 , 32.73 , 34.91 , 47.87 , 74.78 , 116.80 , 166.05 
,,,,,,,,,,
Working Capital, 6.93 , 6.39 , (1.12), (1.24), (0.11), 1.17 , 4.15 , 5.96 , 15.31 , 56.29 
Debtors, 2.76 , 2.76 , 3.57 , 3.91 , 1.26 , 4.29 , 4.53 , 7.94 , 12.24 , 36.80 
Inventory, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Debtor Days, -   , -   ," 1,163.44 ", 703.03 , 151.28 , 216.88 , 133.45 , 138.27 , 119.26 , 265.61 
Inventory Turnover, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
,,,,,,,,,,
Return on Equity,19%,1%,2%,0%,0%,0%,2%,2%,2%,6%
Return on Capital Emp,,1%,2%,0%,1%,4%,5%,4%,5%,11%
,,,,,,,,,,
