ECLERX SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 197.09 , 257.02 , 341.91 , 472.47 , 570.92 , 713.38 , 818.34 ," 1,105.89 "," 1,162.02 "," 1,144.02 "," 1,139.81 "," 1,279.19 "," 1,139.83 "
Expenses, 127.15 , 174.25 , 209.60 , 286.35 , 343.88 , 404.94 , 551.02 , 688.07 , 739.17 , 817.33 , 885.12 , 841.52 , 885.13 
Operating Profit, 69.94 , 82.77 , 132.31 , 186.12 , 227.04 , 308.44 , 267.32 , 417.82 , 422.85 , 326.69 , 254.69 , 437.66 , 254.69 
Other Income, 4.87 , 5.43 , 11.36 , 21.88 , (20.68), 15.76 , 31.83 , 13.11 , 20.17 , 65.09 , 55.84 , -   , -   
Depreciation, 7.23 , 6.85 , 8.90 , 12.56 , 15.73 , 14.33 , 28.57 , 41.66 , 36.41 , 29.60 , 26.15 , 26.15 , 26.15 
Interest, 0.04 , -   , -   , -   , -   , 0.86 , 0.54 , 0.69 , 1.23 , 0.75 , -   , -   , -   
Profit before tax, 67.54 , 81.35 , 134.77 , 195.44 , 190.64 , 309.02 , 270.03 , 388.57 , 405.39 , 361.44 , 284.38 , 411.51 , 228.54 
Tax, 6.90 , 8.76 , 16.21 , 38.11 , 34.71 , 62.51 , 54.27 , 93.72 , 74.25 , 83.31 , 74.74 ,26%,26%
Net profit, 60.64 , 72.59 , 118.56 , 157.33 , 155.92 , 246.51 , 215.77 , 294.85 , 331.15 , 278.12 , 209.62 , 303.36 , 168.48 
EPS, 15.66 , 18.72 , 30.37 , 40.10 , 38.93 , 61.08 , 53.24 , 72.29 , 83.24 , 72.00 , 54.12 , 78.33 , 43.50 
Price to earning, 4.95 , 14.05 , 17.53 , 13.67 , 12.27 , 14.77 , 22.23 , 18.37 , 16.25 , 17.71 , 17.17 , 17.38 , 15.36 
Price, 77.56 , 263.06 , 532.40 , 548.29 , 477.77 , 901.93 ," 1,183.21 "," 1,328.18 "," 1,352.41 "," 1,274.84 ", 929.55 ," 1,360.98 ", 668.22 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,39.02%,45.87%,54.75%,32.32%,47.91%,42.85%,49.23%,1.38%,1.20%,1.39%,,,
OPM,35.49%,32.20%,38.70%,39.39%,39.77%,43.24%,32.67%,37.78%,36.39%,28.56%,22.34%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,21.58%,18.83%,14.91%,11.81%,-0.37%,11.81%,-0.37%
,,,,,,OPM,35.99%,36.02%,35.26%,34.21%,22.34%,34.21%,22.34%
,,,,,,Price to Earning, 15.36 , 16.56 , 17.75 , 17.38 , 17.17 , 17.38 , 15.36 
