BAJAJ ELECTRICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 17.29 , 19.51 , 19.77 , 19.93 , 19.95 , 19.99 , 20.15 , 20.19 , 20.26 , 20.41 
Reserves, 227.73 , 474.70 , 591.34 , 679.93 , 708.69 , 689.09 , 666.83 , 736.15 , 851.24 , 924.13 
Borrowings, 213.85 , 151.84 , 116.96 , 209.05 , 165.90 , 348.44 , 408.04 , 898.51 , 646.56 , 723.10 
Other Liabilities, 582.09 , 704.49 ," 1,049.71 "," 1,056.68 "," 1,279.97 "," 1,643.77 "," 1,740.17 "," 1,328.01 "," 1,601.34 "," 1,836.62 "
Total," 1,040.96 "," 1,350.54 "," 1,777.78 "," 1,965.59 "," 2,174.51 "," 2,701.29 "," 2,835.19 "," 2,982.86 "," 3,119.40 "," 3,504.26 "
,,,,,,,,,,
Net Block, 94.60 , 101.62 , 153.28 , 184.02 , 226.42 , 249.20 , 277.66 , 276.45 , 310.06 , 315.83 
Capital Work in Progress, 2.48 , 0.09 , -   , 2.96 , 5.87 , 2.56 , 3.18 , 20.67 , 7.85 , 6.34 
Investments, 31.56 , 36.56 , 36.58 , 44.06 , 29.76 , 67.32 , 59.42 , 79.68 , 80.34 , 14.49 
Other Assets, 912.32 ," 1,212.27 "," 1,587.92 "," 1,734.55 "," 1,912.46 "," 2,382.21 "," 2,494.93 "," 2,606.06 "," 2,721.15 "," 3,167.60 "
Total," 1,040.96 "," 1,350.54 "," 1,777.78 "," 1,965.59 "," 2,174.51 "," 2,701.29 "," 2,835.19 "," 2,982.86 "," 3,119.40 "," 3,504.26 "
,,,,,,,,,,
Working Capital, 330.23 , 507.78 , 538.21 , 677.87 , 632.49 , 738.44 , 754.76 ," 1,278.05 "," 1,119.81 "," 1,330.98 "
Debtors, 559.16 , 750.70 , 911.20 , 922.02 , 937.93 ," 1,235.05 "," 1,289.56 "," 1,412.32 "," 1,342.26 "," 1,748.75 "
Inventory, 177.70 , 209.43 , 294.64 , 355.24 , 421.24 , 446.70 , 474.65 , 506.68 , 571.20 , 579.16 
,,,,,,,,,,
Debtor Days, 116.08 , 123.53 , 122.13 , 109.37 , 102.17 , 112.63 , 111.23 , 112.30 , 115.17 , 135.91 
Inventory Turnover, 9.89 , 10.59 , 9.24 , 8.66 , 7.95 , 8.96 , 8.92 , 9.06 , 7.45 , 8.11 
,,,,,,,,,,
Return on Equity,36%,24%,24%,17%,7%,-1%,-2%,15%,12%,9%
Return on Capital Emp,,43%,37%,29%,15%,7%,8%,21%,16%,14%
,,,,,,,,,,
