EASTERN SILK INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 15.79 , 15.79 , 15.79 , 15.79 , 15.79 , 15.79 , 15.79 , 15.79 , 15.79 , 15.79 
Reserves, 375.48 , 376.38 , 315.61 , 222.53 , 99.19 , (38.00), (85.13), (106.96), (51.15), (29.92)
Borrowings, 110.54 , 171.43 , 260.33 , 443.51 , 472.11 , 478.85 , 459.77 , 384.87 , 224.73 , 152.56 
Other Liabilities, 147.65 , 138.56 , 84.22 , 22.62 , 32.39 , 48.96 , 47.33 , 51.70 , 56.84 , 72.81 
Total, 649.46 , 702.16 , 675.95 , 704.45 , 619.48 , 505.60 , 437.76 , 345.40 , 246.21 , 211.24 
,,,,,,,,,,
Net Block, 163.88 , 165.24 , 205.69 , 188.70 , 132.23 , 116.52 , 91.04 , 76.86 , 68.91 , 60.39 
Capital Work in Progress, 13.58 , 49.50 , 5.56 , 2.00 , 3.51 , 4.08 , 0.06 , 1.30 , -   , 0.17 
Investments, 5.81 , 2.05 , -   , -   , 3.26 , -   , -   , -   , 0.02 , 0.02 
Other Assets, 466.19 , 485.37 , 464.70 , 513.75 , 480.48 , 385.00 , 346.66 , 267.24 , 177.28 , 150.66 
Total, 649.46 , 702.16 , 675.95 , 704.45 , 619.48 , 505.60 , 437.76 , 345.40 , 246.21 , 211.24 
,,,,,,,,,,
Working Capital, 318.54 , 346.81 , 380.48 , 491.13 , 448.09 , 336.04 , 299.33 , 215.54 , 120.44 , 77.85 
Debtors, 79.00 , 77.44 , 147.85 , 279.71 , 311.28 , 219.72 , 183.47 , 113.78 , 45.98 , 25.20 
Inventory, 241.50 , 251.57 , 219.52 , 178.86 , 102.82 , 84.72 , 76.50 , 63.17 , 62.31 , 62.71 
,,,,,,,,,,
Debtor Days, 56.53 , 51.97 , 84.75 ," 1,082.19 "," 1,497.92 "," 1,007.13 "," 1,097.45 ", 589.32 , 264.63 , 178.64 
Inventory Turnover, 2.11 , 2.16 , 2.90 , 0.53 , 0.74 , 0.94 , 0.80 , 1.12 , 1.02 , 0.82 
,,,,,,,,,,
Return on Equity,5%,1%,-17%,-38%,-83%,,,,,
Return on Capital Emp,,7%,-6%,-12%,-11%,-17%,-8%,-6%,19%,14%
,,,,,,,,,,
