LOTUS EYE HOSPITAL & INSTITUTE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 20.80 , 20.80 , 20.80 , 20.80 , 20.80 , 20.80 , 20.80 , 20.80 , 20.80 , 20.80 
Reserves, 32.17 , 31.93 , 32.37 , 30.11 , 30.53 , 30.57 , 28.59 , 28.69 , 29.26 , 29.84 
Borrowings, 6.62 , 1.46 , 0.09 , 0.43 , 0.26 , 0.18 , 0.83 , 0.66 , 0.48 , 0.29 
Other Liabilities, 2.60 , 2.17 , 4.30 , 4.71 , 5.31 , 7.01 , 6.20 , 4.68 , 4.40 , 7.28 
Total, 62.19 , 56.36 , 57.56 , 56.05 , 56.90 , 58.56 , 56.42 , 54.83 , 54.94 , 58.21 
,,,,,,,,,,
Net Block, 35.59 , 42.65 , 47.88 , 47.78 , 45.31 , 46.94 , 47.04 , 43.57 , 41.32 , 42.52 
Capital Work in Progress, 4.69 , 0.26 , 0.39 , -   , 0.18 , 0.36 , 0.27 , 0.42 , 0.65 , 0.29 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Other Assets, 21.91 , 13.45 , 9.29 , 8.27 , 11.41 , 11.26 , 9.11 , 10.84 , 12.97 , 15.40 
Total, 62.19 , 56.36 , 57.56 , 56.05 , 56.90 , 58.56 , 56.42 , 54.83 , 54.94 , 58.21 
,,,,,,,,,,
Working Capital, 19.31 , 11.28 , 4.99 , 3.56 , 6.10 , 4.25 , 2.91 , 6.16 , 8.57 , 8.12 
Debtors, 0.39 , 0.41 , 0.42 , 0.38 , 0.31 , 0.39 , 0.35 , 0.51 , 0.68 , 1.14 
Inventory, 1.50 , 1.16 , 1.67 , 2.10 , 3.15 , 3.64 , 3.09 , 2.78 , 1.80 , 2.39 
,,,,,,,,,,
Debtor Days, 12.19 , 10.56 , 8.01 , 5.29 , 3.89 , 4.96 , 4.27 , 5.98 , 7.31 , 10.94 
Inventory Turnover, 7.79 , 12.22 , 11.46 , 12.49 , 9.24 , 7.88 , 9.68 , 11.20 , 18.87 , 15.91 
,,,,,,,,,,
Return on Equity,2%,0%,1%,-4%,1%,0%,-4%,0%,1%,3%
Return on Capital Emp,,1%,1%,-4%,1%,0%,-4%,0%,1%,4%
,,,,,,,,,,
