BLUE COAST HOTELS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 8.86 , 8.86 , 8.87 , 8.87 , 8.87 , 8.87 , 12.75 , 12.75 , 12.75 , 12.75 
Reserves, 72.81 , 79.69 , 76.72 , 66.37 , 58.89 , 40.79 , 53.96 , 58.39 , 113.96 , 111.58 
Borrowings, 82.29 , 159.09 , 230.54 , 242.87 , 246.02 , 288.32 , 308.16 , 223.92 , 327.41 , 331.37 
Other Liabilities, 126.25 , 120.99 , 158.79 , 168.78 , 161.74 , 112.20 , 75.25 , 171.51 , 27.16 , 29.59 
Total, 290.21 , 368.63 , 474.92 , 486.89 , 475.52 , 450.18 , 450.12 , 466.57 , 481.28 , 485.29 
,,,,,,,,,,
Net Block, 205.31 , 195.76 , 190.47 , 184.21 , 176.70 , 168.57 , 162.38 , 171.35 , 169.03 , 165.21 
Capital Work in Progress, -   , -   , 0.14 , 0.14 , 3.90 , 8.83 , 11.67 , 0.46 , 1.63 , 43.52 
Investments, 42.83 , 131.39 , 231.39 , 231.39 , 231.39 , 231.39 , 231.39 , 231.39 , 233.89 , 231.40 
Other Assets, 42.07 , 41.48 , 52.92 , 71.15 , 63.53 , 41.39 , 44.68 , 63.37 , 76.73 , 45.16 
Total, 290.21 , 368.63 , 474.92 , 486.89 , 475.52 , 450.18 , 450.12 , 466.57 , 481.28 , 485.29 
,,,,,,,,,,
Working Capital, (84.18), (79.51), (105.87), (97.63), (98.21), (70.81), (30.57), (108.14), 49.57 , 15.57 
Debtors, 4.13 , 3.50 , 5.27 , 5.29 , 4.88 , 5.14 , 6.49 , 5.72 , 9.64 , 11.65 
Inventory, 13.59 , 13.95 , 15.09 , 14.67 , 16.13 , 16.23 , 16.53 , 13.38 , 3.03 , 1.98 
,,,,,,,,,,
Debtor Days, 19.72 , 14.65 , 21.26 , 19.08 , 18.27 , 18.15 , 22.21 , 18.09 , 26.52 , 31.52 
Inventory Turnover, 5.62 , 6.25 , 5.99 , 6.90 , 6.04 , 6.37 , 6.45 , 8.63 , 43.78 , 68.13 
,,,,,,,,,,
Return on Equity,2%,8%,-3%,-14%,-11%,-36%,-30%,7%,-8%,-1%
Return on Capital Emp,,10%,8%,8%,10%,6%,6%,7%,5%,5%
,,,,,,,,,,
