IPCA LABORATORIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales," 1,267.18 "," 1,548.33 "," 1,881.10 "," 2,329.37 "," 2,778.42 "," 3,234.82 "," 3,087.84 "," 2,803.66 "," 3,102.21 "," 3,193.40 "," 3,580.90 "," 3,580.90 "," 3,233.75 "
Expenses," 1,127.68 "," 1,272.26 "," 1,458.29 "," 1,864.98 "," 2,217.70 "," 2,498.67 "," 2,556.39 "," 2,527.54 "," 2,667.67 "," 2,748.32 "," 2,953.70 "," 2,953.70 "," 2,823.02 "
Operating Profit, 139.50 , 276.07 , 422.81 , 464.39 , 560.72 , 736.15 , 531.45 , 276.12 , 434.54 , 445.08 , 627.20 , 627.20 , 410.73 
Other Income, 24.43 , 41.43 , (2.50), 12.09 , 18.66 , 21.43 , 32.56 , 27.67 , 20.65 , 39.54 , 52.59 , -   , -   
Depreciation, 39.28 , 46.33 , 55.43 , 65.31 , 84.00 , 100.89 , 177.17 , 161.23 , 171.00 , 174.36 , 173.42 , 173.42 , 173.42 
Interest, 36.34 , 32.38 , 31.14 , 42.23 , 34.01 , 27.60 , 29.11 , 31.11 , 25.99 , 27.46 , 18.69 , 18.69 , 18.69 
Profit before tax, 114.41 , 271.68 , 333.74 , 368.94 , 461.37 , 629.09 , 357.73 , 111.45 , 258.20 , 282.80 , 487.68 , 435.09 , 218.62 
Tax, 23.19 , 62.49 , 78.37 , 88.77 , 129.98 , 151.72 , 101.62 , 18.93 , 69.91 , 49.69 , 90.93 ,19%,19%
Net profit, 91.22 , 209.19 , 255.37 , 280.17 , 331.39 , 477.37 , 256.11 , 92.52 , 188.29 , 233.11 , 396.75 , 353.97 , 177.86 
EPS, 7.24 , 16.54 , 20.11 , 22.04 , 26.00 , 37.44 , 20.09 , 7.26 , 14.77 , 18.29 , 31.40 , 28.01 , 14.08 
Price to earning, 10.52 , 16.19 , 15.36 , 15.51 , 19.72 , 21.87 , 32.49 , 71.08 , 41.63 , 38.39 , 29.67 , 45.19 , 28.40 
Price, 76.19 , 267.68 , 308.84 , 341.90 , 512.74 , 818.76 , 652.70 , 515.88 , 614.95 , 701.99 , 931.60 ," 1,266.06 ", 399.81 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,30.14%,16.76%,15.75%,14.37%,15.23%,13.22%,4.93%,0.00%,6.70%,5.41%,,,
OPM,11.01%,17.83%,22.48%,19.94%,20.18%,22.76%,17.21%,9.85%,14.01%,13.94%,17.52%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,10.82%,7.85%,2.82%,1.13%,12.13%,12.13%,1.13%
,,,,,,OPM,16.99%,16.80%,15.71%,12.70%,17.52%,17.52%,12.70%
,,,,,,Price to Earning, 28.40 , 33.80 , 39.19 , 45.19 , 29.67 , 45.19 , 28.40 
