IZMO LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 22.14 , 25.79 , 40.58 , 17.87 , 16.94 , 16.05 , 18.43 , 18.51 , 21.64 , 22.60 , 25.60 , 25.60 , 20.55 
Expenses, 20.87 , 28.01 , 39.45 , 17.50 , 12.54 , 10.76 , 12.53 , 14.17 , 17.98 , 23.27 , 24.95 , 22.34 , 20.02 
Operating Profit, 1.27 , (2.22), 1.13 , 0.37 , 4.40 , 5.29 , 5.90 , 4.34 , 3.66 , (0.67), 0.65 , 3.26 , 0.52 
Other Income, 3.27 , 6.02 , 2.19 , 4.42 , (0.77), 2.34 , 1.83 , 1.58 , 3.45 , 4.63 , 2.08 , -   , -   
Depreciation, 1.63 , 1.49 , 1.16 , 0.83 , 0.63 , 5.51 , 5.81 , 5.70 , 5.87 , 1.21 , 2.21 , 2.21 , 2.21 
Interest, 0.62 , 0.58 , 0.63 , 2.87 , 1.78 , 1.85 , 1.89 , 1.88 , 1.23 , 1.29 , 1.45 , 1.45 , 1.45 
Profit before tax, 2.29 , 1.73 , 1.53 , 1.08 , 1.21 , 0.27 , 0.04 , (1.67), 0.01 , 1.48 , (0.93), (0.40), (3.14)
Tax, (0.03), 0.30 , 0.05 , 0.21 , 0.48 , 0.08 , (0.22), (0.61), (0.74), 0.99 , 0.99 ,0%,0%
Net profit, 2.32 , 1.43 , 1.48 , 0.87 , 0.74 , 0.20 , 0.26 , (1.06), 0.75 , 0.50 , (1.91), (0.40), (3.14)
EPS, 1.92 , 1.18 , 1.22 , 0.72 , 0.61 , 0.17 , 0.21 , (0.88), 0.62 , 0.39 , (1.46), (0.30), (2.40)
Price to earning, 26.00 , 45.34 , 14.86 , 27.33 , 18.15 , 55.59 , 209.17 , (59.05), 83.05 , 279.29 , -   , 181.17 , -   
Price, 50.05 , 53.59 , 18.18 , 19.65 , 11.10 , 9.19 , 44.95 , 51.73 , 51.22 , 108.91 , 56.75 , (54.94), -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,65.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,5.74%,0.00%,2.78%,2.07%,25.97%,32.96%,32.01%,23.45%,16.91%,0.00%,2.54%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.23%,-8.02%,5.93%,7.04%,13.27%,13.27%,-8.02%
,,,,,,OPM,11.95%,18.15%,19.74%,12.75%,2.54%,12.75%,2.54%
,,,,,,Price to Earning, 84.31 , 112.10 , 156.78 , 181.17 , -   , 181.17 , -   
