CERA SANITARYWARE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 3.11 , 3.14 , 6.33 , 6.33 , 6.33 , 6.33 , 6.50 , 6.50 , 6.50 , 6.50 
Reserves, 67.51 , 85.37 , 105.23 , 132.85 , 173.18 , 217.64 , 345.20 , 414.52 , 517.89 , 598.45 
Borrowings, 35.56 , 27.21 , 37.85 , 47.59 , 61.04 , 48.25 , 68.16 , 35.08 , 34.18 , 24.35 
Other Liabilities, 57.71 , 75.60 , 89.32 , 108.66 , 141.39 , 182.29 , 225.79 , 292.58 , 305.09 , 324.15 
Total, 163.89 , 191.32 , 238.73 , 295.43 , 381.94 , 454.51 , 645.65 , 748.68 , 863.66 , 953.45 
,,,,,,,,,,
Net Block, 74.32 , 68.60 , 78.34 , 90.26 , 125.05 , 151.70 , 214.68 , 225.79 , 266.39 , 279.47 
Capital Work in Progress, 0.21 , 2.16 , 6.11 , 10.95 , 4.33 , 5.20 , 7.66 , 4.24 , 0.16 , 5.25 
Investments, -   , -   , 7.77 , 1.09 , 1.38 , 12.13 , 47.76 , 67.11 , 118.79 , 139.18 
Other Assets, 89.36 , 120.56 , 146.51 , 193.13 , 251.18 , 285.48 , 375.55 , 451.54 , 478.32 , 529.55 
Total, 163.89 , 191.32 , 238.73 , 295.43 , 381.94 , 454.51 , 645.65 , 748.68 , 863.66 , 953.45 
,,,,,,,,,,
Working Capital, 31.65 , 44.96 , 57.19 , 84.47 , 109.79 , 103.19 , 149.76 , 158.96 , 173.23 , 205.40 
Debtors, 30.69 , 33.14 , 38.79 , 45.46 , 83.13 , 106.62 , 161.22 , 188.43 , 220.71 , 267.66 
Inventory, 26.85 , 36.36 , 50.03 , 91.75 , 94.02 , 104.58 , 125.89 , 132.18 , 129.19 , 160.90 
,,,,,,,,,,
Debtor Days, 70.13 , 63.22 , 58.28 , 51.95 , 62.19 , 58.64 , 71.62 , 74.98 , 79.64 , 82.65 
Inventory Turnover, 5.95 , 5.26 , 4.86 , 3.48 , 5.19 , 6.35 , 6.53 , 6.94 , 7.83 , 7.35 
,,,,,,,,,,
Return on Equity,19%,22%,24%,23%,26%,23%,19%,20%,20%,17%
Return on Capital Emp,,29%,33%,31%,35%,35%,31%,31%,32%,27%
,,,,,,,,,,
