ALKALI METALS LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 63.78 , 57.21 , 65.60 , 59.26 , 61.92 , 66.04 , 68.44 , 73.28 , 61.12 , 65.78 , 72.70 , 72.70 , 64.83 
Expenses, 52.94 , 46.12 , 57.91 , 67.10 , 55.72 , 63.57 , 58.99 , 63.36 , 54.29 , 59.38 , 65.89 , 64.29 , 58.96 
Operating Profit, 10.84 , 11.09 , 7.69 , (7.84), 6.20 , 2.47 , 9.45 , 9.92 , 6.83 , 6.40 , 6.81 , 8.41 , 5.87 
Other Income, 0.98 , 0.38 , 0.39 , 1.71 , 0.79 , 1.36 , (0.35), 0.25 , 0.12 , 0.90 , 0.70 , -   , -   
Depreciation, 1.85 , 1.92 , 2.61 , 3.13 , 3.48 , 3.52 , 4.27 , 3.75 , 3.62 , 3.48 , 3.50 , 3.50 , 3.50 
Interest, 1.53 , 1.02 , 2.49 , 3.85 , 3.12 , 3.49 , 4.50 , 3.44 , 2.96 , 2.52 , 2.78 , 2.78 , 2.78 
Profit before tax, 9.88 , 9.54 , 2.98 , (13.11), 0.39 , (3.17), 0.31 , 2.99 , 0.38 , 1.30 , 1.23 , 2.13 , (0.41)
Tax, 1.10 , 3.00 , (0.14), 3.24 , (4.37), (1.21), 0.02 , 0.73 , 0.03 , -   , -   ,0%,0%
Net profit, 8.78 , 6.54 , 3.12 , (16.35), 4.76 , (1.96), 0.28 , 2.26 , 0.35 , 1.31 , 1.23 , 2.13 , (0.41)
EPS, 8.62 , 6.42 , 3.06 , (16.06), 4.67 , (1.92), 0.27 , 2.22 , 0.34 , 1.29 , 1.21 , 2.09 , (0.40)
Price to earning, 29.36 , 18.76 , 18.93 , (1.89), 4.39 , (9.46), 174.81 , 21.87 , 233.62 , 61.62 , 41.59 , 89.67 , 41.59 
Price, 253.14 , 120.49 , 58.00 , 30.42 , 20.50 , 18.21 , 48.07 , 48.54 , 80.30 , 79.28 , 50.25 , 187.42 , (16.79)
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,46.36%,62.23%,65.38%,0.00%,21.43%,0.00%,0.00%,53.98%,145.71%,77.86%,,,
OPM,17.00%,19.38%,11.72%,0.00%,10.01%,3.74%,13.81%,13.54%,11.17%,9.73%,9.37%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,0.34%,0.04%,1.22%,-1.31%,10.52%,10.52%,-1.31%
,,,,,,OPM,11.03%,9.05%,10.48%,11.56%,9.37%,11.56%,9.05%
,,,,,,Price to Earning, 67.22 , 89.65 , 106.70 , 89.67 , 41.59 , 89.67 , 41.59 
