EON ELECTRIC LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 15.31 , 16.11 , 16.95 , 16.06 , 8.03 , 8.03 , 8.03 , 8.03 , 8.03 , 8.45 
Reserves, 95.68 , 103.86 , 350.17 , 328.64 , 154.10 , 129.26 , 108.75 , 104.73 , 111.98 , 116.30 
Borrowings, 128.49 , 122.35 , 0.39 , -   , 33.31 , 56.04 , 65.25 , 67.69 , 75.58 , 97.31 
Other Liabilities, 80.97 , 73.33 , 12.44 , 16.03 , 22.13 , 25.54 , 33.26 , 44.27 , 50.62 , 52.30 
Total, 320.45 , 315.65 , 379.95 , 360.73 , 217.57 , 218.87 , 215.29 , 224.72 , 246.21 , 274.36 
,,,,,,,,,,
Net Block, 64.49 , 61.49 , 33.63 , 58.06 , 29.17 , 36.44 , 40.66 , 39.78 , 38.76 , 37.38 
Capital Work in Progress, 15.75 , 10.84 , 3.06 , 2.22 , 1.43 , 0.49 , 0.22 , -   , -   , 0.01 
Investments, 6.98 , 11.87 , 296.40 , 234.39 , 89.29 , 97.51 , 71.14 , 57.27 , 50.17 , 53.50 
Other Assets, 233.23 , 231.45 , 46.86 , 66.06 , 97.68 , 84.43 , 103.27 , 127.67 , 157.28 , 183.47 
Total, 320.45 , 315.65 , 379.95 , 360.73 , 217.57 , 218.87 , 215.29 , 224.72 , 246.21 , 274.36 
,,,,,,,,,,
Working Capital, 152.26 , 158.12 , 34.42 , 50.03 , 75.55 , 58.89 , 70.01 , 83.40 , 106.66 , 131.17 
Debtors, 124.63 , 120.97 , 15.70 , 19.95 , 39.98 , 36.87 , 43.95 , 64.92 , 92.25 , 110.51 
Inventory, 58.91 , 63.62 , 12.62 , 13.12 , 34.19 , 31.74 , 34.36 , 37.86 , 32.54 , 42.09 
,,,,,,,,,,
Debtor Days, 188.02 , 198.44 , 192.95 , 133.83 , 95.77 , 102.87 , 128.00 , 139.79 , 186.02 , 255.49 
Inventory Turnover, 4.11 , 3.50 , 2.35 , 4.15 , 4.46 , 4.12 , 3.65 , 4.48 , 5.56 , 3.75 
,,,,,,,,,,
Return on Equity,5%,2%,72%,-5%,-12%,-17%,-18%,-4%,3%,0%
Return on Capital Emp,,9%,115%,-5%,-6%,-10%,-6%,3%,7%,6%
,,,,,,,,,,
