FAIRCHEM SPECIALITY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 9.50 , 9.50 , 9.50 , 9.50 , 11.40 , 12.54 , 13.79 , 13.79 , 37.61 , 37.61 
Reserves, 4.58 , 4.02 , 7.98 , 14.25 , 19.41 , 34.75 , 43.01 , 49.46 , 32.90 , 48.28 
Borrowings, 14.57 , 13.00 , 14.16 , 21.12 , 18.04 , 29.07 , 28.77 , 33.65 , 59.00 , 65.60 
Other Liabilities, 4.84 , 4.75 , 7.80 , 9.55 , 10.89 , 11.46 , 20.20 , 17.78 , 24.81 , 25.47 
Total, 33.49 , 31.27 , 39.44 , 54.42 , 59.74 , 87.82 , 105.77 , 114.68 , 154.32 , 176.96 
,,,,,,,,,,
Net Block, 20.40 , 19.01 , 18.94 , 25.75 , 27.08 , 32.80 , 61.71 , 73.41 , 93.51 , 101.55 
Capital Work in Progress, 0.35 , 0.28 , 3.25 , 1.54 , 1.33 , 11.63 , 7.71 , 5.26 , 3.21 , 3.38 
Investments, -   , -   , -   , -   , -   , -   , -   , -   , 0.01 , 0.01 
Other Assets, 12.74 , 11.98 , 17.25 , 27.13 , 31.33 , 43.39 , 36.35 , 36.01 , 57.59 , 72.02 
Total, 33.49 , 31.27 , 39.44 , 54.42 , 59.74 , 87.82 , 105.77 , 114.68 , 154.32 , 176.96 
,,,,,,,,,,
Working Capital, 7.90 , 7.23 , 9.45 , 17.58 , 20.44 , 31.93 , 16.15 , 18.23 , 32.78 , 46.55 
Debtors, 4.64 , 2.90 , 6.75 , 14.11 , 15.40 , 21.28 , 17.47 , 17.23 , 25.39 , 32.03 
Inventory, 5.69 , 6.68 , 8.33 , 9.52 , 9.91 , 15.74 , 13.27 , 13.42 , 23.15 , 30.43 
,,,,,,,,,,
Debtor Days, 49.77 , 27.57 , 42.95 , 53.00 , 45.66 , 51.16 , 42.34 , 41.45 , 49.98 , 49.47 
Inventory Turnover, 5.98 , 5.75 , 6.89 , 10.21 , 12.42 , 9.65 , 11.35 , 11.31 , 8.01 , 7.77 
,,,,,,,,,,
Return on Equity,-10%,-4%,29%,31%,27%,40%,24%,17%,13%,23%
Return on Capital Emp,,4%,32%,34%,33%,50%,29%,22%,17%,22%
,,,,,,,,,,
