GOCL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Equity Share Capital, 14.87 , 14.87 , 19.83 , 19.83 , 19.83 , 19.83 , 9.91 , 9.91 , 9.91 , 9.91 
Reserves, 397.94 , 407.90 , 422.98 ," 1,057.16 "," 1,084.63 "," 1,113.96 ", 997.57 ," 1,006.70 ", 358.64 , 372.85 
Borrowings, 408.27 , 304.87 , 177.29 , 265.60 , 283.40 , 179.32 , 10.27 , 3.89 , 0.46 , 9.82 
Other Liabilities, 321.72 , 282.09 , 289.05 , 266.48 , 263.74 , 262.67 , 137.43 , 127.09 , 151.09 , 132.08 
Total," 1,142.80 "," 1,009.73 ", 909.15 ," 1,609.07 "," 1,651.60 "," 1,575.78 "," 1,155.18 "," 1,147.59 ", 520.10 , 524.66 
,,,,,,,,,,
Net Block, 591.92 , 568.70 , 418.17 ," 1,006.92 "," 1,000.19 ", 966.23 , 947.46 , 947.74 , 311.18 , 314.13 
Capital Work in Progress, 14.84 , 12.34 , 11.67 , 11.86 , 11.94 , 35.97 , 12.88 , 12.60 , 13.11 , 14.25 
Investments, 30.68 , 30.58 , 88.86 , 55.54 , 56.41 , 27.31 , 25.87 , 25.87 , 37.96 , 38.50 
Other Assets, 505.36 , 398.11 , 390.45 , 534.75 , 583.06 , 546.27 , 168.97 , 161.38 , 157.85 , 157.78 
Total," 1,142.80 "," 1,009.73 ", 909.15 ," 1,609.07 "," 1,651.60 "," 1,575.78 "," 1,155.18 "," 1,147.59 ", 520.10 , 524.66 
,,,,,,,,,,
Working Capital, 183.64 , 116.02 , 101.40 , 268.27 , 319.32 , 283.60 , 31.54 , 34.29 , 6.76 , 25.70 
Debtors, 165.47 , 118.08 , 97.68 , 110.38 , 135.34 , 147.99 , 34.79 , 24.18 , 26.31 , 16.59 
Inventory, 163.99 , 121.30 , 161.55 , 172.51 , 176.00 , 199.08 , 51.64 , 49.80 , 16.04 , 19.72 
,,,,,,,,,,
Debtor Days, 69.26 , 47.13 , 43.32 , 47.79 , 55.93 , 60.99 , 116.10 , 86.40 , 95.55 , 68.78 
Inventory Turnover, 5.32 , 7.54 , 5.09 , 4.89 , 5.02 , 4.45 , 2.12 , 2.05 , 6.27 , 4.46 
,,,,,,,,,,
Return on Equity,7%,11%,12%,6%,5%,5%,3%,2%,6%,6%
Return on Capital Emp,,11%,13%,10%,8%,8%,4%,3%,4%,8%
,,,,,,,,,,
