EMKAY GLOBAL FINANCIAL SERVICES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 87.74 , 114.18 , 114.71 , 90.25 , 78.92 , 67.45 , 103.73 , 95.00 , 96.54 , 132.56 , 132.90 , 182.02 , 135.33 
Expenses, 87.29 , 95.58 , 94.97 , 84.17 , 74.13 , 64.99 , 76.88 , 76.45 , 79.47 , 103.18 , 112.25 , 145.51 , 115.47 
Operating Profit, 0.45 , 18.60 , 19.74 , 6.08 , 4.79 , 2.46 , 26.85 , 18.55 , 17.07 , 29.38 , 20.65 , 36.50 , 19.86 
Other Income, 1.99 , 2.38 , 0.02 , (0.16), 0.10 , 0.71 , (35.81), 0.06 , (3.33), 0.37 , 1.47 , -   , -   
Depreciation, 6.27 , 4.63 , 3.86 , 4.88 , 5.29 , 4.16 , 4.28 , 3.57 , 4.03 , 4.53 , 4.43 , 4.43 , 4.43 
Interest, 4.62 , 2.86 , 3.05 , 2.20 , 2.83 , 4.15 , 2.83 , 2.08 , 2.23 , 2.39 , 2.92 , 2.92 , 2.92 
Profit before tax, (8.45), 13.49 , 12.85 , (1.16), (3.22), (5.14), (16.08), 12.95 , 7.49 , 22.83 , 14.77 , 29.15 , 12.51 
Tax, (2.49), 5.09 , 4.52 , (0.39), 4.68 , 0.07 , (0.13), 3.15 , 2.87 , 4.89 , 3.14 ,21%,21%
Net profit, (5.96), 8.40 , 8.33 , (0.77), (7.90), (5.21), (15.94), 9.81 , 4.62 , 17.94 , 11.62 , 22.96 , 9.85 
EPS, (2.45), 3.45 , 3.41 , (0.32), (3.23), (2.13), (6.52), 4.01 , 1.89 , 7.31 , 4.72 , 9.32 , 4.00 
Price to earning, (15.12), 30.90 , 17.75 , (93.88), (5.76), (7.92), (8.97), 13.83 , 43.64 , 22.59 , 19.75 , 24.95 , 19.75 
Price, 37.12 , 106.72 , 60.55 , 29.58 , 18.64 , 16.88 , 58.53 , 55.50 , 82.51 , 165.20 , 93.20 , 232.67 , 79.01 
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,0.00%,28.93%,29.29%,0.00%,0.00%,0.00%,0.00%,24.87%,52.81%,27.37%,,,
OPM,0.51%,16.29%,17.21%,6.74%,6.07%,3.65%,25.88%,19.53%,17.68%,22.16%,15.54%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,4.69%,2.09%,10.93%,8.52%,37.31%,37.31%,2.09%
,,,,,,OPM,14.67%,15.83%,19.04%,20.06%,15.54%,20.06%,14.67%
,,,,,,Price to Earning, 24.74 , 24.95 , 24.95 , 24.95 , 19.75 , 24.95 , 19.75 
