CURA TECHNOLOGIES LTD,,,,,,,,,,,,SCREENER.IN,
,,,,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Trailing,Best Case,Worst Case
Sales, 0.68 , 10.11 , 12.98 , 9.49 , 5.29 , 5.42 , 5.58 , 6.33 , 5.26 , 2.85 , -   , 2.28 , 2.85 
Expenses, 2.87 , 10.31 , 11.32 , 12.34 , 6.50 , 11.26 , 30.68 , 8.84 , 81.20 , 3.17 , 0.58 , 2.28 , 2.85 
Operating Profit, (2.19), (0.20), 1.66 , (2.85), (1.21), (5.84), (25.10), (2.51), (75.94), (0.32), (0.58), -   , -   
Other Income, 5.59 , 5.23 , 4.41 , 3.40 , 2.76 , 3.21 , 3.26 , 2.99 , 29.93 , 0.04 , -   , -   , -   
Depreciation, 0.64 , 0.69 , 0.79 , 0.82 , 0.75 , 0.94 , 1.34 , 0.76 , 0.18 , 0.07 , 0.08 , 0.08 , 0.08 
Interest, 0.02 , 0.43 , 1.21 , 1.37 , 1.52 , 1.24 , 1.49 , -   , 2.65 , 0.89 , 0.91 , 0.91 , 0.91 
Profit before tax, 2.74 , 3.91 , 4.07 , (1.64), (0.72), (4.81), (24.67), (0.28), (48.84), (1.24), (1.57), (0.99), (0.99)
Tax, 0.86 , 1.06 , 1.01 , (0.23), (0.09), (0.16), (0.13), (0.13), (0.20), 0.01 , 0.01 ,0%,0%
Net profit, 1.88 , 2.85 , 3.06 , (1.41), (0.63), (4.65), (24.53), (0.16), (48.64), (1.25), (1.57), (0.99), (0.99)
EPS, 3.13 , 4.12 , 3.21 , (1.48), (0.66), (4.87), (25.67), (0.17), (50.91), (1.31), (1.64), (1.04), (1.04)
Price to earning, 28.13 , 68.29 , 71.56 , (35.25), (25.20), (3.31), (0.36), (25.78), (0.21),  , -   , -   , -   
Price, 88.13 , 281.05 , 230.03 , 52.02 , 16.62 , 16.13 , 9.31 , 4.32 , 10.76 , -   , 1.80 , -   , -   
,,,,,,,,,,,,,
RATIOS:,,,,,,,,,,,,,
Dividend Payout,15.96%,12.28%,6.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
OPM,0.00%,0.00%,12.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,TRENDS:,10 YEARS,7 YEARS,5 YEARS,3 YEARS,RECENT,BEST,WORST
,,,,,,Sales Growth,17.26%,-19.47%,-11.64%,-20.07%,-45.82%,-20.07%,-45.82%
,,,,,,OPM,2.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,Price to Earning, 55.99 ,  ,  ,  , -   , -   , -   
